topology_std_closeness_centrality,rotError.std.std
0.0598415157943,0.00568699616952
0.0722237137313,0.218382402573
0.0565394436277,0.00580885788305
0.0749235383167,0.00238204213415
0.0701663659578,0.00443794731193
0.0657681785738,0.00221181244909
0.13065442293,0.00124875791759
0.0624073878507,0.00670812510145
0.0845695226798,0.00526352379524
0.0670242256695,0.00913242766636
0.0669124340965,0.00109827381314
0.0765484380217,0.001820392131
0.0646504304243,0.0115835540733
0.0905223954098,0.00242628577179
0.0900481570651,0.00881799279479
0.115187813932,0.00155158807808
0.0899535979605,0.00133593491358
0.116857256136,0.0033034977955
0.0594648531491,0.00427790386373
0.157134840264,0.010818340273
0.0588838687402,0.00939720652641
0.0853782568654,0.00241009476396
0.0673104249139,0.0296182606338
0.0945135561085,0.0239013077489
0.0868958235123,0.0967031592699
0.0639585892462,0.0220331329296
0.101375536596,0.00693154786835
0.0845009452369,0.00719629727175
0.108458483731,0.00729724936466
0.0665544387217,0.00928123177602
0.0374305305731,0.00146296711826
0.0536432565224,0.00345204746565
0.068198206604,0.0235237306324
0.0745594040261,0.00431503222254
0.0408820498034,0.0109164373752
0.0633289348438,0.0384564311949
0.0526834428243,0.0101640285899
0.0472063942178,0.0060490277033
0.095743320775,0.00237160519209
0.0508982298677,0.00533292057631
0.0555799197274,0.00798833628714
0.0834404573371,0.00480609803905
0.0403607033676,0.00931314053418
0.0537675872802,0.0035854966117
0.0747329471831,0.0090749635613
0.0468274295182,0.00197943739482
0.072643836412,0.00752716726779
0.0530174475837,0.0245157322818
0.0701235418297,0.0131644023743
0.0757339072829,0.00816947942897
0.0930764684502,0.00596216482169
0.0570677408173,0.00468461053166
0.0819311450325,0.00290363576381
0.0947118368488,0.00664701953873
0.0492781042019,0.00593740494427
0.045934575683,0.0031691424541
0.0790551718017,0.00408505580913
0.0751243143765,0.0074098626606
0.0714943970357,0.00358325893136
0.0470059839967,0.00295568783369
0.0714476214654,0.00587875703598
0.0858487345512,0.00492444947089
0.0699051405756,0.00279567043769
0.0729452660304,0.00668196581096
0.0600455297118,0.00806206474837
0.0706887474473,0.00651974844058
0.0775007939585,0.0102982308024
0.115934965711,0.00348419817228
0.0606107891583,0.00773341395644
0.0707140975918,0.00606781674054
0.0834460534495,0.0034764729288
0.0806190931631,0.0129904271285
0.087565063355,0.00201918335413
0.0735940216048,0.00303309851547

5-Fold RMSE:,0.0601010908506,0.00921127325104,0.00828771495245,0.00700831411021,0.00700831411021
Average 5-Fold RMSE:,0.018866942663

5-Fold rsquared:,-1.5644044906,-7.72304961773,-0.119061100543,-0.187433186537,-0.187433186537
Average 5-Fold rsquared:,-1.9224461904
