topology_avg_katz_centrality,rotError.mean.mean
0.164520601552,0.0160152777778
0.14490959715,0.0361834583333
0.152012508979,0.0081227826087
0.19348855763,0.00518106666667
0.274857823643,0.00745268421053
0.315688199115,0.00380332142857
0.281188123319,0.00530514285714
0.13687879313,0.0113298387097
0.149691632732,0.0100377916667
0.200394557396,0.00991973913043
0.225986597665,0.00654347826087
0.255507311148,0.00574740540541
0.240292386743,0.0063216
0.253883083042,0.00609472
0.245140367357,0.00695146666667
0.240554468057,0.00522869444444
0.253300745845,0.00419643333333
0.240402348022,0.00586774285714
0.197358951489,0.0080334137931
0.576851478367,0.00957582352941
0.137896297217,0.0118060833333
0.222462593068,0.00680830434783
0.140375197828,0.0128010294118
0.184491558962,0.0102644642857
0.174610713191,0.0246713571429
0.168023315729,0.007418
0.221789361423,0.00877191176471
0.217728809152,0.00719391304348
0.21855578736,0.0116620333333
0.177783461173,0.0221704705882
0.162643088488,0.00773861904762
0.15905127118,0.0076692173913
0.162992923157,0.0124832272727
0.194677300978,0.0090522
0.122273092524,0.0147335925926
0.139000400145,0.0128114
0.137439770012,0.0131788235294
0.134265682771,0.0105658125
0.273817367365,0.00586613043478
0.153884368942,0.0116517083333
0.173718373605,0.010821
0.23768993686,0.00736969230769
0.151720774244,0.012007125
0.205673933659,0.00962695454545
0.213572373485,0.0105803333333
0.144439568071,0.0089074
0.17493981875,0.0112168965517
0.153835261752,0.0137696
0.187006207323,0.0132841714286
0.225837365907,0.0079603902439
0.244355748718,0.0102650357143
0.190490479867,0.0086655
0.21338935033,0.0111931666667
0.215991842591,0.00875566666667
0.20472205591,0.00787177777778
0.158341350822,0.0083908
0.197191271315,0.0134036428571
0.194739301254,0.0111335666667
0.22139266437,0.00665304761905
0.180352476788,0.0100887741935
0.209504868068,0.0114415
0.24633950968,0.0108286829268
0.226325241251,0.00525488888889
0.240534450369,0.0074369
0.165392862514,0.01176809375
0.215217790547,0.00650085185185
0.17256521982,0.0117556666667
0.240540169197,0.00662575862069
0.156033511459,0.0114198846154
0.159984669078,0.00779974285714
0.245946325233,0.00717885185185
0.197164987585,0.00862746428571
0.222971811884,0.00584372
0.175433513511,0.0060295

5-Fold RMSE:,0.0069986043416,0.00429376201574,0.00214590211423,0.00681609705385,0.00681609705385
Average 5-Fold RMSE:,0.00450605626198

5-Fold rsquared:,-0.373647379601,-1.55629276708,-0.0198629121631,-0.271435119898,-0.271435119898
Average 5-Fold rsquared:,-0.439780440873
