entropy,transError.mean.mean
0.3221447186,0.494097045455
0.470907976972,0.347489733333
0.523778963834,0.178033842105
0.395497312924,0.111519571429
0.328353771228,0.135674892857
0.29333028783,0.500454518519
0.370370404356,0.483538
0.274988878465,0.314663090909
0.206876229631,0.266804521739
0.538030318706,0.136014027027
0.295756027505,0.1602634
0.380368228615,0.11330008
0.382280806687,0.120517266667
0.479363399065,0.168670918919
0.348905806613,0.1753349
0.333070872241,0.250973828571
0.254912011889,0.255138206897
0.55908348168,0.275744352941
0.308572760262,0.550894956522
0.318539406313,0.348672047619
0.277888866018,0.556707151515
0.284676724208,0.560622653846
0.297507395277,0.375646230769
0.204850511929,0.493396230769
0.234452734746,0.349249866667
0.306951959387,0.511895521739
0.335083355922,0.3828526
0.446540182952,0.376691423077
0.505791691597,0.2061935
0.510763420494,0.234490727273
0.329875981726,0.250467741935
0.39131588904,0.63580396
0.756474176243,0.298866
0.636473091808,0.263492076923
0.607846472941,0.279235933333
0.568528908897,0.469986628571
0.558090194533,0.0827919117647
0.398900389202,0.224303125
0.51387932211,0.36068872
0.393196937981,0.297397730769
0.484828329434,0.687380423077
0.37395692585,0.594765692308
0.410231936509,0.276685391304
0.326105044278,0.26799774359
0.521749511142,0.394348115385
0.405325651205,0.407328592593
0.333393618806,0.301939870968
0.437642046974,0.337777675676
0.329219680936,0.301987178571
0.255193614573,0.381142583333
0.291600149817,0.2053401
0.360445393349,0.16422708
0.50107086266,0.273704222222
0.527835552252,0.42013416
0.380530385989,0.315128875
0.529081411403,0.391206259259
0.450537965723,0.319272923077
0.442437535411,0.283932129032
0.423383015861,0.19405875
0.454458774711,0.191225219512
0.433576786625,0.287816464286
0.488364877974,0.3031
0.554227610854,0.4451378
0.438986776868,0.236201074074
0.472547868952,0.513622636364
0.464185790183,0.154262137931
0.557906180205,0.395215916667
0.63559816881,0.2822633125
0.482066878387,0.189719777778
0.568207500774,0.513207166667
0.452134192471,0.240103076923
0.553248122712,0.17891308
0.313819750698,0.367190842105
0.687950739326,0.626637846154

5-Fold RMSE:,0.0925662863178,0.151405699269,0.150823423163,0.129675164154,0.129675164154
Average 5-Fold RMSE:,0.140721307686

5-Fold rsquared:,-0.0195439517363,-0.31836692574,-0.205139525945,-0.0112728424849,-0.0112728424849
Average 5-Fold rsquared:,-0.11085466304
