voronoi_avg_shortest_path_length,rotError.mean.mean
12.5083333333,0.00781177272727
13.3569271611,0.00518106666667
12.912183908,0.00745268421053
5.78474576271,0.00380332142857
9.30294530154,0.00530514285714
12.3206884014,0.0108654444444
16.1501124462,0.0100377916667
16.4234150966,0.00976259090909
14.6480345376,0.00654347826087
12.2139696587,0.00574740540541
11.3142857143,0.0063216
8.58827160494,0.00609472
8.57716049383,0.00695146666667
10.682532418,0.00530697297297
7.91540616246,0.00419643333333
8.67536231884,0.00586774285714
16.3656387665,0.0080334137931
14.4232506728,0.00957582352941
16.4339661845,0.0113755652174
11.5084367246,0.00664728571429
24.0119570496,0.00940933333333
14.0247250894,0.00862580769231
9.46532338308,0.0175163076923
14.9227073619,0.00585915384615
8.04121274409,0.0080592
12.0442237501,0.00719391304348
8.04257703081,0.0116620333333
17.1090763052,0.0185035384615
16.8520773344,0.00794823076923
14.4353595256,0.00808536363636
14.282835877,0.00828783870968
15.3235310498,0.0090522
17.5499233156,0.0130484230769
20.3348066541,0.0102915384615
16.2894352159,0.0115043333333
17.6897421203,0.0112823142857
7.64877192982,0.00535094117647
12.9439687025,0.0116517083333
13.0972090374,0.00985292
9.9010989011,0.00736969230769
16.4454892506,0.0124235769231
22.6007609824,0.0109033461538
12.4963662791,0.00870517391304
15.6761002031,0.00633515384615
15.0959665481,0.0100060769231
15.7765005537,0.00994803703704
12.0269053248,0.0114515483871
15.4703899487,0.00746737837838
11.876818816,0.0102650357143
13.9151562839,0.0086655
12.227715946,0.0111931666667
10.8023779499,0.00878128
12.8683986774,0.00787177777778
17.2478158651,0.0083908
11.9320570832,0.013150075
13.4870361446,0.0103568888889
12.3135100709,0.00629451282051
16.7567925048,0.0100887741935
12.165374677,0.0114415
11.5426798101,0.0108286829268
3.74025974026,0.00529
12.9842643588,0.0074369
15.7706882489,0.0108653666667
12.4842701937,0.00650085185185
13.5300479543,0.0107349090909
9.91822222222,0.00662575862069
13.346740213,0.0108217916667
12.3785714286,0.00683478125
13.5930449902,0.00717885185185
20.2936398381,0.0361834583333
12.2111532504,0.00648584615385
14.8327194292,0.00584372
13.2625249684,0.0060295
21.4998288341,0.0163589615385

5-Fold RMSE:,0.00216344238708,0.00681111551886,0.00369952973646,0.00282023043161,0.00282023043161
Average 5-Fold RMSE:,0.00371503336833

5-Fold rsquared:,0.165010102553,-1.77367079538,0.111705896819,-0.228983499565,-0.228983499565
Average 5-Fold rsquared:,-0.305670627852
