voronoi_avg_closeness_centrality,rotError.std.std
0.0829681026723,0.00570813314798
0.0792384190845,0.00238204213415
0.0798824288546,0.00443794731193
0.178437489832,0.00221181244909
0.111079156429,0.00124875791759
0.0829357773374,0.00692890029398
0.0635474330535,0.00526352379524
0.0627819242078,0.00916339305052
0.070759448798,0.00109827381314
0.0847485271117,0.001820392131
0.0911718928997,0.0115835540733
0.121065388922,0.00242628577179
0.120524288794,0.00881799279479
0.0966926435271,0.00156947572306
0.130293676296,0.00133593491358
0.119034100862,0.0033034977955
0.0633096270436,0.00427790386373
0.0716879263894,0.010818340273
0.0626132509807,0.0073614093577
0.0884732603304,0.0020421627691
0.0418780662733,0.00882900353326
0.0745168063384,0.0056069691509
0.108537964332,0.00964521917124
0.0689598898793,0.0102373131119
0.12870857214,0.00694223066048
0.0852834013798,0.00719629727175
0.126092060057,0.00729724936466
0.0607268432365,0.00941862106525
0.0613436786713,0.00165015637774
0.0713487155756,0.00327309840264
0.0716179077184,0.00344135860057
0.0677186188063,0.00431503222254
0.0583282349173,0.00820748297377
0.0511601522691,0.038374045582
0.0630304264848,0.00800000789555
0.0576403296223,0.00653686665775
0.134849739205,0.0030003076901
0.0787934053944,0.00533292057631
0.0784116989904,0.00671912860422
0.10438803755,0.00480609803905
0.0621938106869,0.00899802736477
0.0459685102702,0.00879950207474
0.0833470642953,0.0034406223505
0.0668233399598,0.00161564506
0.0674685943723,0.00646094092521
0.066160655136,0.00512121237682
0.086124372711,0.00772600753931
0.0670963269855,0.00810460207062
0.0860557798913,0.00596216482169
0.0743900151433,0.00468461053166
0.0848779173114,0.00290363576381
0.0957811074698,0.00727200671353
0.0804055982337,0.00593740494427
0.0602154793258,0.0031691424541
0.0849009471958,0.00360718859354
0.0764866089586,0.00760278416857
0.0838354988579,0.00281495176744
0.0620173042545,0.00295568783369
0.0854679083625,0.00587875703598
0.089826724729,0.00492444947089
0.276990231888,0.00274550707465
0.0799232574825,0.00668196581096
0.0653665559372,0.00693703706243
0.0828839962515,0.00651974844058
0.0752682157962,0.0105001485137
0.105127732991,0.00348419817228
0.0763646154256,0.00672065780498
0.0824425675438,0.00427584456832
0.0764803546915,0.0034764729288
0.0502815796087,0.218382402573
0.0840568168315,0.0062202472559
0.0692964768629,0.00201918335413
0.0778106496485,0.00303309851547
0.047644843881,0.00630615992045

5-Fold RMSE:,0.0545675929046,0.00551015161567,0.0165229769306,0.00603422489197,0.00603422489197
Average 5-Fold RMSE:,0.0175567045483

5-Fold rsquared:,-0.0586623500143,-3.59233885181,0.155118008764,-16.8908484378,-16.8908484378
Average 5-Fold rsquared:,-5.1383768005
