topology_avg_eigenvector_centrality,rotError.std.std
0.137505066747,0.00568699616952
0.112870781893,0.218382402573
0.113226954911,0.00580885788305
0.15823892784,0.00238204213415
0.220862517752,0.00443794731193
0.289813254238,0.00221181244909
0.255343126462,0.00124875791759
0.110396908215,0.00670812510145
0.123966518411,0.00526352379524
0.145353392472,0.00913242766636
0.168397280035,0.00109827381314
0.219330026797,0.001820392131
0.21036718925,0.0115835540733
0.207059648579,0.00242628577179
0.204125528772,0.00881799279479
0.218161382726,0.00155158807808
0.230939345144,0.00133593491358
0.215357473045,0.0033034977955
0.133192244046,0.00427790386373
0.569035593729,0.010818340273
0.112421327167,0.00939720652641
0.189310947774,0.00241009476396
0.117099210659,0.0296182606338
0.160895527543,0.0239013077489
0.150746564917,0.0967031592699
0.125390723695,0.0220331329296
0.187043352329,0.00693154786835
0.184013731576,0.00719629727175
0.19511088322,0.00729724936466
0.13865641287,0.00928123177602
0.110011276684,0.00146296711826
0.118473793797,0.00345204746565
0.126010953526,0.0235237306324
0.148732170502,0.00431503222254
0.0976862702812,0.0109164373752
0.101913121764,0.0384564311949
0.0917543071379,0.0101640285899
0.102965149381,0.0060490277033
0.243823786365,0.00237160519209
0.0996411169057,0.00533292057631
0.141536517399,0.00798833628714
0.202768108095,0.00480609803905
0.103876954315,0.00931314053418
0.177507132432,0.0035854966117
0.177732551984,0.0090749635613
0.0849988140114,0.00197943739482
0.145123925159,0.00752716726779
0.115000447066,0.0245157322818
0.137963629888,0.0131644023743
0.19029821377,0.00816947942897
0.212455101814,0.00596216482169
0.14158313783,0.00468461053166
0.175986025184,0.00290363576381
0.179686344074,0.00664701953873
0.150600129793,0.00593740494427
0.124066045206,0.0031691424541
0.162656297032,0.00408505580913
0.152601241746,0.0074098626606
0.176734832805,0.00358325893136
0.138402754199,0.00295568783369
0.174127568122,0.00587875703598
0.211605641264,0.00492444947089
0.194446635085,0.00279567043769
0.207590251003,0.00668196581096
0.124928999144,0.00806206474837
0.180911427975,0.00651974844058
0.144827625308,0.0102982308024
0.216969516308,0.00348419817228
0.133171073548,0.00773341395644
0.131709467573,0.00606781674054
0.213365923892,0.0034764729288
0.162006200604,0.0129904271285
0.192836011616,0.00201918335413
0.142728448751,0.00303309851547

5-Fold RMSE:,0.0228940722449,0.0538748206231,0.00786911260396,0.00849509269371,0.00849509269371
Average 5-Fold RMSE:,0.0223257053529

5-Fold rsquared:,-1.81171955764,-8.47156074837,-0.0781978189533,0.00117925189149,0.00117925189149
Average 5-Fold rsquared:,-3.90444980136
