voronoi_avg_katz_centrality,rotError.std.mean
0.00183164127162,0.0134886818182
0.000837312826764,0.00848306666667
0.00394092941488,0.00990715789474
0.00145841446799,0.00666489285714
0.0146319223525,0.00854714285714
0.0107227141849,0.0154531111111
0.00212796668099,0.0139629166667
0.000985497287792,0.0142382727273
0.00675703959429,0.00927660869565
0.00394697265736,0.00886394594595
0.00313283454443,0.0103236571429
0.00463081790692,0.00831244
0.014956869664,0.0120980666667
0.00721128299575,0.00902981081081
0.00749939520562,0.0070672
0.0099007638193,0.00862697142857
0.00567615536378,0.0107663448276
0.00522130790338,0.0146358235294
0.00425521588337,0.0153069130435
0.021034321157,0.00836128571429
0.00237931914125,0.0141560606061
0.00620759969978,0.0130143076923
0.0136513798415,0.0213154358974
0.00183923477374,0.0118386923077
0.00819877290375,0.0129007
0.0115555452936,0.0117434782609
0.018545199377,0.0171069
0.00263691501963,0.0201348076923
0.00677245448604,0.00883107692308
0.005195100978,0.00979857575758
0.00473407332978,0.0108434193548
0.0125305043955,0.01273672
0.000137398924846,0.0201676538462
0.000464141250352,0.0242387692308
0.00349157537483,0.0134642666667
0.00172767015839,0.0164263142857
0.000428806088121,0.008347
0.00507480131819,0.0136369583333
0.00414675006167,0.0145126
0.0118453240216,0.0110901538462
0.00305737359108,0.0162626538462
0.00165416922011,0.0139900769231
0.00368457372095,0.0113885652174
0.00813047107868,0.00808025641026
0.00470260844059,0.0127977692308
0.00337661950533,0.0142507037037
0.00454144763295,0.0175852258065
0.00687453878969,0.0131790810811
0.00612971140873,0.0140931785714
0.00267346179467,0.013008
0.00264952251783,0.0124418666667
0.00304978048946,0.01217428
0.00683271156337,0.0113095
0.00269504009836,0.01085984
0.0132370052728,0.013217275
0.00593057110261,0.0138498148148
0.00819487385135,0.00906033333333
0.00445588535513,0.0113865483871
0.00310224192568,0.01360234375
0.00668719690136,0.0114615121951
0.061080293104,0.00809121428571
0.0106672029474,0.0116139666667
0.00276541182543,0.0140091666667
0.00822004045619,0.0103575555556
0.000254586441506,0.0173899090909
0.00175031397817,0.0105403103448
0.00249469745735,0.0152154583333
0.00541741932639,0.00999909375
0.00457633157256,0.00975977777778
0.00330166049308,0.0581752916667
0.00770788343339,0.00897219230769
0.00232036210858,0.00749868
9.65147538731e-05,0.00801097368421
0.00195573996648,0.0207175

5-Fold RMSE:,0.00390258320292,0.0120595240769,0.00343569156489,0.00507161891533,0.00507161891533
Average 5-Fold RMSE:,0.00552293964879

5-Fold rsquared:,-0.0809752171731,-0.855150138676,0.000764702679608,-0.0465650133812,-0.0465650133812
Average 5-Fold rsquared:,-0.206057801251
