totalTime,transError.mean.mean
7743.55652174,0.507673043478
5871.41333333,0.347489733333
2281.97894737,0.178033842105
1354.59642857,0.111519571429
1659.58214286,0.135674892857
5198.54516129,0.567853258065
5477.86666667,0.483538
3536.62173913,0.364766782609
2830.96086957,0.266804521739
1745.23513514,0.136014027027
2208.06285714,0.1602634
1662.192,0.11330008
1609.00666667,0.120517266667
2145.56944444,0.168592444444
2048.65333333,0.1753349
3052.23428571,0.250973828571
3921.41666667,0.267063583333
3581.27058824,0.275744352941
7052.875,0.572332
4358.37826087,0.401876478261
9060.99310345,0.554770068966
9315.98928571,0.601016714286
3083.37857143,0.428635214286
10953.65,0.545607833333
5282.52058824,0.392818764706
6047.27826087,0.511895521739
3020.41666667,0.3828526
3506.38235294,0.480142294118
2408.40952381,0.200632047619
2618.1826087,0.214672086957
3122.75454545,0.310588818182
5479.196,0.63580396
4442.33333333,0.357241074074
3697.00666667,0.322165133333
3580.12352941,0.302912058824
5922.8125,0.44758759375
1650.44782609,0.0879599565217
3048.48125,0.20017225
3913.77777778,0.388622
2507.84230769,0.297397730769
8273.10833333,0.663971375
5024.57727273,0.551063954545
2868.95833333,0.31300125
5079.84,0.4318884
5964.87241379,0.465919793103
5847.58333333,0.471419
2814.78857143,0.317696542857
5177.86829268,0.366169390244
2649.53928571,0.301987178571
7299.80714286,0.400407571429
2228.52666667,0.2053401
2415.84444444,0.194334555556
3423.01111111,0.273704222222
6119.592,0.42013416
2439.62142857,0.323464547619
4293.42333333,0.429869033333
3703.52857143,0.367336428571
3426.39032258,0.283932129032
2134.64666667,0.224394466667
1896.65609756,0.191225219512
4176.48846154,0.285115615385
2596.04,0.3031
5151.05,0.475740875
2637.14444444,0.236201074074
5440.36666667,0.54542925
1954.06206897,0.154262137931
4110.29615385,0.423788730769
3868.05454545,0.381827136364
2386.22592593,0.189719777778
7405.83571429,0.489469857143
2968.16428571,0.29107
2600.284,0.17891308
5058.65263158,0.367190842105
7124.93333333,0.55025675
