topology_std_eigenvector_centrality,transError.std.mean
0.10756347235,0.597974409091
0.122312884505,0.3833542
0.1677582343,0.198447578947
0.126523822532,0.12269
0.134659649123,0.153758035714
0.0953368680058,0.443964518519
0.10463312949,0.531760416667
0.143314542052,0.402073772727
0.155800946802,0.30601326087
0.136238783067,0.133319189189
0.12070283799,0.194677542857
0.154249695615,0.11035772
0.144335610656,0.139761666667
0.122088537902,0.178360027027
0.115471578888,0.2198439
0.126969125396,0.243437428571
0.149197272515,0.256086724138
0.0976310729378,0.338521882353
0.0929410616606,0.583932391304
0.129587592,0.325802619048
0.0976912934536,0.59423269697
0.112134596259,0.577431384615
0.108435380695,0.38375874359
0.116999705628,0.698436384615
0.132839614937,0.3659623
0.127039153774,0.690604043478
0.120678590464,0.404276533333
0.118775976121,0.441453846154
0.122166059236,0.237735884615
0.11397801196,0.225124575758
0.112661742233,0.256219483871
0.133711411098,0.65674012
0.0795638641065,0.358577384615
0.106549735087,0.362996384615
0.111420287448,0.287370933333
0.0928921269199,0.50726
0.132185619966,0.0964399411765
0.122766639694,0.236416833333
0.105912295049,0.35981112
0.133073753052,0.273577115385
0.114101280324,0.702296269231
0.109405113251,0.558222807692
0.12661037708,0.282527217391
0.120475441694,0.292004974359
0.11078077306,0.441571769231
0.108512198276,0.501131740741
0.13417553378,0.346335935484
0.128133402293,0.466183297297
0.131768090649,0.309707785714
0.130350497196,0.503770083333
0.129026999341,0.218116833333
0.133089510306,0.1932868
0.14421463787,0.310407555556
0.104515098912,0.50208644
0.123327189632,0.29558275
0.129278231027,0.442420407407
0.136984666563,0.337067487179
0.119071453185,0.286365322581
0.123020874141,0.19540578125
0.133127955687,0.171382926829
0.121745985772,0.327402357143
0.125418567606,0.287927933333
0.113860325594,0.466749133333
0.122025009105,0.224714148148
0.11116785633,0.483949818182
0.124194319488,0.153626448276
0.0963975736058,0.380862583333
0.105943592175,0.2900733125
0.130288075133,0.203370592593
0.105212691271,0.522405666667
0.12417994054,0.237020576923
0.1242813404,0.17280424
0.113850442469,0.366907921053
0.0983045532532,0.789124346154

5-Fold RMSE:,0.119223293791,0.188881991029,0.138625998445,0.138200435972,0.138200435972
Average 5-Fold RMSE:,0.146881596204

5-Fold rsquared:,0.157508959604,0.17169450081,0.154807753199,0.454422001555,0.454422001555
Average 5-Fold rsquared:,0.201106215747
