avg_closeness_centrality,rotError.mean.std
0.0829681026723,0.00331315133626
0.0792384190845,0.000529720236435
0.0798824288546,0.00274200687267
0.178437489832,0.000868010041646
0.111079156429,0.000988470995105
0.0829357773374,0.00429956664055
0.0635474330535,0.00305267434636
0.0627819242078,0.00325076749757
0.070759448798,0.00162224709611
0.0847485271117,0.00122251686463
0.0911718928997,0.00481593435646
0.121065388922,0.00139556645188
0.120524288794,0.00295561424787
0.0966926435271,0.00086073843683
0.130293676296,0.00087903722649
0.119034100862,0.00234359606884
0.0633096270436,0.00188456667166
0.0716879263894,0.00475371639426
0.0626132509807,0.00397965134483
0.0884732603304,0.00194485015484
0.0418780662733,0.0029966941151
0.0745168063384,0.00728678377751
0.108537964332,0.0240067761271
0.0689598898793,0.00627694262703
0.12870857214,0.00364257671701
0.0852834013798,0.00193137045088
0.126092060057,0.00350567334933
0.0607268432365,0.011540864302
0.0613436786713,0.00169851493892
0.0713487155756,0.00387832424544
0.0716179077184,0.018982936371
0.0677186188063,0.00268365863701
0.0583282349173,0.00951347370549
0.0511601522691,0.0113683540574
0.0630304264848,0.0102189055546
0.0576403296223,0.00279617073466
0.134849739205,0.00119649202124
0.0787934053944,0.00356308331189
0.0784116989904,0.00435481252733
0.10438803755,0.00284573492967
0.0621938106869,0.00405173873492
0.0459685102702,0.00258198449888
0.0833470642953,0.00935193660277
0.0668233399598,0.00120964368307
0.0674685943723,0.00544625576124
0.066160655136,0.0122018643728
0.086124372711,0.00687929093309
0.0670963269855,0.00319700990545
0.0860557798913,0.00317220657184
0.0743900151433,0.00270284127902
0.0848779173114,0.00283126115696
0.0957811074698,0.00237693489734
0.0804055982337,0.00169591170353
0.0602154793258,0.00167382816322
0.0849009471958,0.00464877681209
0.0764866089586,0.00631663664558
0.0838354988579,0.00267358431567
0.0620173042545,0.00290650421563
0.0854679083625,0.00632801513764
0.089826724729,0.00633767378436
0.276990231888,0.000912842598408
0.0799232574825,0.00296056940863
0.0653665559372,0.00514108200771
0.0828839962515,0.0018376947053
0.0752682157962,0.00559589829449
0.105127732991,0.0018378217927
0.0763646154256,0.00470429841354
0.0824425675438,0.00708596426669
0.0764803546915,0.00290145318257
0.0502815796087,0.00205404963873
0.0840568168315,0.0102512932546
0.0692964768629,0.00140772643706
0.0778106496485,0.00163527502515
0.047644843881,0.0038489765622
