avgRoomArea,transError.std.std
7977.65771283,0.226872799473
21173.5347899,0.0888341978949
624.168754832,0.0536568207547
80.8425765625,0.0531756045959
1471.88578033,0.0388866547706
34.881097464,0.156091446153
2549.50107571,0.204774691356
1963.40434773,0.189473879231
2780.84323949,0.0429963941514
1048.19797,0.0500640527086
2295.96385831,0.160692173355
722.891074407,0.0364422115207
238.733433348,0.115579807708
1918.774887,0.0365550743802
68.8216068272,0.0491585794691
6551.51671392,0.0890782760547
6943.03896001,0.0933187599678
1733.7689016,0.138087316178
35.6467956188,0.258353516079
151.362690548,0.0779121061829
99.3657311669,0.259494989064
301.946595142,0.214149069586
121.68372176,0.160472378798
117.729480802,0.578481679757
159.178043584,0.14193715639
159.188760688,0.390698889866
859.936380576,0.145785206544
1770.82512649,0.196101691352
91.9816248562,0.0540020208264
1183.72809077,0.0639730578518
1997.3848037,0.0642383791162
49524.5924242,0.258741211908
469.164697244,0.131888311652
943.370778453,0.126072926139
42.0407507992,0.124697260981
199.193698175,0.192108034661
788.58765325,0.0517409309399
453.458902845,0.150426578073
1693.17206751,0.141387393986
5552.49887159,0.0819226964463
363.343164941,0.284322556163
1289.36416825,0.268748777682
2951.87623731,0.0698040570684
977.277898735,0.0777311359681
5426.47434551,0.221015525555
2722.63884182,0.170190402896
1209.03521613,0.10685390071
16879.3303371,0.237490765274
5157.30973711,0.110170635227
15832.5442995,0.172007018126
1087.11846417,0.0621497895481
1294.3483084,0.110615023941
2704.27313193,0.126944549297
4465.17802586,0.109794391941
2060.46065176,0.0809823194632
6566.39327632,0.12386252947
7841.40851591,0.0966363792344
1885.83138054,0.064450068138
684.955365045,0.0692099506632
1404.46439982,0.075847820682
17362.1361915,0.113532147819
5741.66815356,0.129796983767
202.653527556,0.192206970562
3232.68514713,0.105334107197
654.353986368,0.145524364411
1364.62420536,0.0596299714663
2100.80696472,0.130217601143
114.824991211,0.0974594238893
1050.81706285,0.0743403423368
286.445046973,0.167837658831
5620.85672307,0.168709916846
1918.72960961,0.0562958637779
5899.38741064,0.116143743091
37.5123784326,0.206076064429

5-Fold RMSE:,0.0527917008397,0.0986167905792,0.136838586461,0.0749110343373,0.0749110343373
Average 5-Fold RMSE:,0.0832248959578

5-Fold rsquared:,-0.21029867954,-0.184259379083,-0.0465639176644,-0.0926544807175,-0.0926544807175
Average 5-Fold rsquared:,-0.111314591241
