area,rotError.std.mean
3629.2829625,0.0134886818182
3749.9122125,0.00848306666667
515.11,0.00990715789474
92.620625,0.00666489285714
419.118560455,0.00854714285714
268.7265625,0.0154531111111
2711.72494554,0.0139629166667
1020.60351562,0.0142382727273
1120.46556127,0.00927660869565
441.159665625,0.00886394594595
768.704681585,0.0103236571429
375.53625,0.00831244
214.91426475,0.0120980666667
626.622469523,0.00902981081081
121.8046875,0.0070672
1233.26750596,0.00862697142857
2003.5,0.0107663448276
1244.54759766,0.0146358235294
279.4009375,0.0153069130435
256.2996875,0.00836128571429
434.9653125,0.0141560606061
397.378125,0.0130143076923
300.230625,0.0213154358974
325.31,0.0118386923077
231.629375,0.0129007
235.2825,0.0117434782609
547.4859375,0.0171069
1196.88557207,0.0201348076923
322.763125,0.00883107692308
1235.16935698,0.00979857575758
1486.08538919,0.0108434193548
5351.94959335,0.01273672
1312.1154,0.0201676538462
1269.8764875,0.0242387692308
290.0184375,0.0134642666667
704.7703125,0.0164263142857
323.6559375,0.008347
786.936585364,0.0136369583333
1276.3958515,0.0145126
1203.42228531,0.0110901538462
774.963125,0.0162626538462
786.40125,0.0139900769231
1054.32679687,0.0113885652174
1224.61670978,0.00808025641026
2419.47625,0.0127977692308
1934.39945026,0.0142507037037
852.118300775,0.0175852258065
2354.8528125,0.0131790810811
1177.07375,0.0140931785714
3249.62426032,0.013008
654.106850714,0.0124418666667
657.353612623,0.01217428
1073.86429004,0.0113095
2396.76446011,0.01085984
1041.21327443,0.013217275
1933.90139917,0.0138498148148
1647.76381253,0.00906033333333
1218.21311288,0.0113865483871
566.726642893,0.01360234375
566.381786317,0.0114615121951
2313.45559827,0.00809121428571
1184.450625,0.0116139666667
459.930625,0.0140091666667
1119.8547,0.0103575555556
734.15,0.0173899090909
534.7525,0.0105403103448
1631.6725,0.0152154583333
365.2209375,0.00999909375
460.9959375,0.00975977777778
707.949375,0.0581752916667
1710.57095749,0.00897219230769
739.903125,0.00749868
2306.9446875,0.00801097368421
441.6625,0.0207175

5-Fold RMSE:,0.00321264703026,0.00321922954033,0.00495402722625,0.012299222857,0.012299222857
Average 5-Fold RMSE:,0.00541110443825

5-Fold rsquared:,-0.0601428622085,-0.776636350312,-0.0133181238072,-0.0985121177827,-0.0985121177827
Average 5-Fold rsquared:,-0.218724858197
