voronoi_avg_katz_centrality,rotError.mean.mean
0.00183164127162,0.00781177272727
0.000837312826764,0.00518106666667
0.00394092941488,0.00745268421053
0.00145841446799,0.00380332142857
0.0146319223525,0.00530514285714
0.0107227141849,0.0108654444444
0.00212796668099,0.0100377916667
0.000985497287792,0.00976259090909
0.00675703959429,0.00654347826087
0.00394697265736,0.00574740540541
0.00313283454443,0.0063216
0.00463081790692,0.00609472
0.014956869664,0.00695146666667
0.00721128299575,0.00530697297297
0.00749939520562,0.00419643333333
0.0099007638193,0.00586774285714
0.00567615536378,0.0080334137931
0.00522130790338,0.00957582352941
0.00425521588337,0.0113755652174
0.021034321157,0.00664728571429
0.00237931914125,0.00940933333333
0.00620759969978,0.00862580769231
0.0136513798415,0.0175163076923
0.00183923477374,0.00585915384615
0.00819877290375,0.0080592
0.0115555452936,0.00719391304348
0.018545199377,0.0116620333333
0.00263691501963,0.0185035384615
0.00677245448604,0.00794823076923
0.005195100978,0.00808536363636
0.00473407332978,0.00828783870968
0.0125305043955,0.0090522
0.000137398924846,0.0130484230769
0.000464141250352,0.0102915384615
0.00349157537483,0.0115043333333
0.00172767015839,0.0112823142857
0.000428806088121,0.00535094117647
0.00507480131819,0.0116517083333
0.00414675006167,0.00985292
0.0118453240216,0.00736969230769
0.00305737359108,0.0124235769231
0.00165416922011,0.0109033461538
0.00368457372095,0.00870517391304
0.00813047107868,0.00633515384615
0.00470260844059,0.0100060769231
0.00337661950533,0.00994803703704
0.00454144763295,0.0114515483871
0.00687453878969,0.00746737837838
0.00612971140873,0.0102650357143
0.00267346179467,0.0086655
0.00264952251783,0.0111931666667
0.00304978048946,0.00878128
0.00683271156337,0.00787177777778
0.00269504009836,0.0083908
0.0132370052728,0.013150075
0.00593057110261,0.0103568888889
0.00819487385135,0.00629451282051
0.00445588535513,0.0100887741935
0.00310224192568,0.0114415
0.00668719690136,0.0108286829268
0.061080293104,0.00529
0.0106672029474,0.0074369
0.00276541182543,0.0108653666667
0.00822004045619,0.00650085185185
0.000254586441506,0.0107349090909
0.00175031397817,0.00662575862069
0.00249469745735,0.0108217916667
0.00541741932639,0.00683478125
0.00457633157256,0.00717885185185
0.00330166049308,0.0361834583333
0.00770788343339,0.00648584615385
0.00232036210858,0.00584372
9.65147538731e-05,0.0060295
0.00195573996648,0.0163589615385

5-Fold RMSE:,0.0077658755799,0.00279903787338,0.00231065719993,0.0038161993825,0.0038161993825
Average 5-Fold RMSE:,0.00387628100558

5-Fold rsquared:,0.0241046181891,-0.206846723895,-0.0345668373657,-0.985696552708,-0.985696552708
Average 5-Fold rsquared:,-0.277931973125
