topology_avg_eigenvector_centrality,rotError.std.mean
0.137505066747,0.0196438888889
0.112870781893,0.0581752916667
0.113226954911,0.0138309130435
0.15823892784,0.00848306666667
0.220862517752,0.00990715789474
0.289813254238,0.00666489285714
0.255343126462,0.00854714285714
0.110396908215,0.0155064516129
0.123966518411,0.0139629166667
0.145353392472,0.0146126956522
0.168397280035,0.00927660869565
0.219330026797,0.00886394594595
0.21036718925,0.0103236571429
0.207059648579,0.00831244
0.204125528772,0.0120980666667
0.218161382726,0.00897186111111
0.230939345144,0.0070672
0.215357473045,0.00862697142857
0.133192244046,0.0107663448276
0.569035593729,0.0146358235294
0.112421327167,0.0165645
0.189310947774,0.00871552173913
0.117099210659,0.0233207058824
0.160895527543,0.0177865357143
0.150746564917,0.0435829285714
0.125390723695,0.0173028571429
0.187043352329,0.0134678235294
0.184013731576,0.0117434782609
0.19511088322,0.0171069
0.13865641287,0.0210941176471
0.110011276684,0.00869485714286
0.118473793797,0.00991634782609
0.126010953526,0.0162976363636
0.148732170502,0.01273672
0.0976862702812,0.0216128148148
0.101913121764,0.0267318666667
0.0917543071379,0.014787
0.102965149381,0.01558596875
0.243823786365,0.00887017391304
0.0996411169057,0.0136369583333
0.141536517399,0.0158112592593
0.202768108095,0.0110901538462
0.103876954315,0.016004875
0.177507132432,0.0116140454545
0.177732551984,0.0131456666667
0.0849988140114,0.012016
0.145123925159,0.0138605172414
0.115000447066,0.0208444333333
0.137963629888,0.0209096857143
0.19029821377,0.0136826097561
0.212455101814,0.0140931785714
0.14158313783,0.013008
0.175986025184,0.0124418666667
0.179686344074,0.0115595416667
0.150600129793,0.0113095
0.124066045206,0.01085984
0.162656297032,0.0133554761905
0.152601241746,0.0143581333333
0.176734832805,0.00947095238095
0.138402754199,0.0113865483871
0.174127568122,0.01360234375
0.211605641264,0.0114615121951
0.194446635085,0.00808462962963
0.207590251003,0.0116139666667
0.124928999144,0.01513984375
0.180911427975,0.0103575555556
0.144827625308,0.0177405833333
0.216969516308,0.0105403103448
0.133171073548,0.0159079615385
0.131709467573,0.0109016571429
0.213365923892,0.00975977777778
0.162006200604,0.0112861428571
0.192836011616,0.00749868
0.142728448751,0.00801097368421

5-Fold RMSE:,0.00359207691204,0.0108343386713,0.00295764221281,0.00398455298493,0.00398455298493
Average 5-Fold RMSE:,0.00671375578801

5-Fold rsquared:,-3.5805781998,0.25770118942,0.187105075902,0.00986489680119,0.00986489680119
Average 5-Fold rsquared:,-0.7277585961
