topology_density,rotError.std.mean
0.090756302521,0.0196438888889
0.0557491289199,0.0581752916667
0.0585365853659,0.0138309130435
0.106666666667,0.00848306666667
0.166666666667,0.00990715789474
0.222222222222,0.00666489285714
0.181818181818,0.00854714285714
0.0582793709528,0.0155064516129
0.0611664295875,0.0139629166667
0.0942028985507,0.0146126956522
0.134502923977,0.00927660869565
0.133333333333,0.00886394594595
0.117647058824,0.0103236571429
0.142857142857,0.00831244
0.183333333333,0.0120980666667
0.158333333333,0.00897186111111
0.171428571429,0.0070672
0.125,0.00862697142857
0.1,0.0107663448276
0.666666666667,0.0146358235294
0.0619796484736,0.0165645
0.122807017544,0.00871552173913
0.0542635658915,0.0233207058824
0.0984615384615,0.0177865357143
0.100985221675,0.0435829285714
0.0659536541889,0.0173028571429
0.105263157895,0.0134678235294
0.1,0.0117434782609
0.105263157895,0.0171069
0.0827586206897,0.0210941176471
0.0630630630631,0.00869485714286
0.0690690690691,0.00991634782609
0.0655462184874,0.0162976363636
0.08,0.01273672
0.0460829493088,0.0216128148148
0.0550724637681,0.0267318666667
0.0505319148936,0.014787
0.0475113122172,0.01558596875
0.166666666667,0.00887017391304
0.0602564102564,0.0136369583333
0.070564516129,0.0158112592593
0.117647058824,0.0110901538462
0.0592334494774,0.016004875
0.0909090909091,0.0116140454545
0.109523809524,0.0131456666667
0.0570048309179,0.012016
0.0689655172414,0.0138605172414
0.0641025641026,0.0208444333333
0.0826210826211,0.0209096857143
0.111111111111,0.0136826097561
0.15,0.0140931785714
0.0911680911681,0.013008
0.0952380952381,0.0124418666667
0.110526315789,0.0115595416667
0.102766798419,0.0113095
0.0611664295875,0.01085984
0.0905797101449,0.0133554761905
0.0866666666667,0.0143581333333
0.105263157895,0.00947095238095
0.0712643678161,0.0113865483871
0.0952380952381,0.01360234375
0.125,0.0114615121951
0.105263157895,0.00808462962963
0.117647058824,0.0116139666667
0.0621848739496,0.01513984375
0.0952380952381,0.0103575555556
0.0804597701149,0.0177405833333
0.141666666667,0.0105403103448
0.0585585585586,0.0159079615385
0.0773109243697,0.0109016571429
0.141666666667,0.00975977777778
0.0978260869565,0.0112861428571
0.122807017544,0.00749868
0.0804597701149,0.00801097368421

5-Fold RMSE:,0.0118081325118,0.00500289077256,0.00844950486363,0.0138534232381,0.0138534232381
Average 5-Fold RMSE:,0.00851084860667

5-Fold rsquared:,-8.64218059798,0.0997716762728,-0.589903357449,-0.10908286971,-0.10908286971
Average 5-Fold rsquared:,-1.87983852095
