topology_avg_closeness_centrality,rotError.std.mean
0.284488279077,0.0134886818182
0.370535696424,0.00848306666667
0.358863475026,0.00990715789474
0.350465651995,0.00666489285714
0.567857142857,0.00854714285714
0.350927942074,0.0154531111111
0.427792565408,0.0139629166667
0.312405095581,0.0142382727273
0.329418318811,0.00927660869565
0.36624766393,0.00886394594595
0.325865200622,0.0103236571429
0.394037999891,0.00831244
0.417940572526,0.0120980666667
0.556821291735,0.00902981081081
0.464896387222,0.0070672
0.547413793103,0.00862697142857
0.273047839118,0.0107663448276
0.777777777778,0.0146358235294
0.341150943476,0.0153069130435
0.4281060583,0.00836128571429
0.42200643551,0.0141560606061
0.488065475429,0.0130143076923
0.461444444904,0.0213154358974
0.31302022507,0.0118386923077
0.458570826992,0.0129007
0.41996024624,0.0117434782609
0.53984962406,0.0171069
0.321027376431,0.0201348076923
0.189915402114,0.00883107692308
0.324047864311,0.00979857575758
0.33979368597,0.0108434193548
0.352171322103,0.01273672
0.259287867843,0.0201676538462
0.320506146099,0.0242387692308
0.275527456151,0.0134642666667
0.277062827077,0.0164263142857
0.4379649762,0.008347
0.281287246979,0.0136369583333
0.307063318781,0.0145126
0.415539839586,0.0110901538462
0.261732493222,0.0162626538462
0.302416892695,0.0139900769231
0.384808883271,0.0113885652174
0.219125448248,0.00808025641026
0.401346505261,0.0127977692308
0.278481518716,0.0142507037037
0.315127997702,0.0175852258065
0.3736125688,0.0131790810811
0.452601597772,0.0140931785714
0.278791459505,0.013008
0.391192719863,0.0124418666667
0.439189149067,0.01217428
0.297418731391,0.0113095
0.261752702654,0.01085984
0.408935571873,0.013217275
0.345619064651,0.0138498148148
0.320985703109,0.00906033333333
0.236469882369,0.0113865483871
0.351668103559,0.01360234375
0.40030941228,0.0114615121951
0.348572411089,0.00809121428571
0.338184595993,0.0116139666667
0.297037369872,0.0140091666667
0.343097345261,0.0103575555556
0.424645653444,0.0173899090909
0.552032019704,0.0105403103448
0.361359086553,0.0152154583333
0.387862468291,0.00999909375
0.406535603422,0.00975977777778
0.370196021598,0.0581752916667
0.401704629629,0.00897219230769
0.440632856899,0.00749868
0.394681310097,0.00801097368421
0.327739729602,0.0207175

5-Fold RMSE:,0.00372015142007,0.00236821449944,0.00398712999645,0.0123609496597,0.0123609496597
Average 5-Fold RMSE:,0.00534535242805

5-Fold rsquared:,-0.0546761406213,-0.0401926526,0.0266727445175,-0.2183703648,-0.2183703648
Average 5-Fold rsquared:,-0.170322622428
