area,rotError.mean.mean
441.6625,0.0160152777778
707.949375,0.0361834583333
3629.2829625,0.0081227826087
3749.9122125,0.00518106666667
515.11,0.00745268421053
92.620625,0.00380332142857
419.118560455,0.00530514285714
268.7265625,0.0113298387097
2711.72494554,0.0100377916667
1020.60351562,0.00991973913043
1120.46556127,0.00654347826087
441.159665625,0.00574740540541
768.704681585,0.0063216
375.53625,0.00609472
214.91426475,0.00695146666667
626.622469523,0.00522869444444
121.8046875,0.00419643333333
1233.26750596,0.00586774285714
2003.5,0.0080334137931
1244.54759766,0.00957582352941
279.4009375,0.0118060833333
256.2996875,0.00680830434783
434.9653125,0.0128010294118
397.378125,0.0102644642857
300.230625,0.0246713571429
325.31,0.007418
231.629375,0.00877191176471
235.2825,0.00719391304348
547.4859375,0.0116620333333
1196.88557207,0.0221704705882
322.763125,0.00773861904762
1235.16935698,0.0076692173913
1486.08538919,0.0124832272727
5351.94959335,0.0090522
1312.1154,0.0147335925926
1269.8764875,0.0128114
290.0184375,0.0131788235294
704.7703125,0.0105658125
323.6559375,0.00586613043478
786.936585364,0.0116517083333
1276.3958515,0.010821
1203.42228531,0.00736969230769
774.963125,0.012007125
786.40125,0.00962695454545
1054.32679687,0.0105803333333
1224.61670978,0.0089074
2419.47625,0.0112168965517
1934.39945026,0.0137696
852.118300775,0.0132841714286
2354.8528125,0.0079603902439
1177.07375,0.0102650357143
3249.62426032,0.0086655
654.106850714,0.0111931666667
657.353612623,0.00875566666667
1073.86429004,0.00787177777778
2396.76446011,0.0083908
1041.21327443,0.0134036428571
1933.90139917,0.0111335666667
1647.76381253,0.00665304761905
1218.21311288,0.0100887741935
566.726642893,0.0114415
566.381786317,0.0108286829268
2313.45559827,0.00525488888889
1184.450625,0.0074369
459.930625,0.01176809375
1119.8547,0.00650085185185
734.15,0.0117556666667
534.7525,0.00662575862069
1631.6725,0.0114198846154
365.2209375,0.00779974285714
460.9959375,0.00717885185185
1710.57095749,0.00862746428571
739.903125,0.00584372
2306.9446875,0.0060295

5-Fold RMSE:,0.00743171583938,0.00248973700455,0.00303652547862,0.00298457212207,0.00298457212207
Average 5-Fold RMSE:,0.00442417139032

5-Fold rsquared:,-0.0730642772276,0.00123879005083,-0.523825127695,-0.0392220888426,-0.0392220888426
Average 5-Fold rsquared:,-0.136208361707
