avgRoomArea,rotError.mean.mean
7977.65771283,0.00781177272727
21173.5347899,0.00518106666667
624.168754832,0.00745268421053
80.8425765625,0.00380332142857
1471.88578033,0.00530514285714
34.881097464,0.0108654444444
2549.50107571,0.0100377916667
1963.40434773,0.00976259090909
2780.84323949,0.00654347826087
1048.19797,0.00574740540541
2295.96385831,0.0063216
722.891074407,0.00609472
238.733433348,0.00695146666667
1918.774887,0.00530697297297
68.8216068272,0.00419643333333
6551.51671392,0.00586774285714
6943.03896001,0.0080334137931
1733.7689016,0.00957582352941
35.6467956188,0.0113755652174
151.362690548,0.00664728571429
99.3657311669,0.00940933333333
301.946595142,0.00862580769231
121.68372176,0.0175163076923
117.729480802,0.00585915384615
159.178043584,0.0080592
159.188760688,0.00719391304348
859.936380576,0.0116620333333
1770.82512649,0.0185035384615
91.9816248562,0.00794823076923
1183.72809077,0.00808536363636
1997.3848037,0.00828783870968
49524.5924242,0.0090522
469.164697244,0.0130484230769
943.370778453,0.0102915384615
42.0407507992,0.0115043333333
199.193698175,0.0112823142857
788.58765325,0.00535094117647
453.458902845,0.0116517083333
1693.17206751,0.00985292
5552.49887159,0.00736969230769
363.343164941,0.0124235769231
1289.36416825,0.0109033461538
2951.87623731,0.00870517391304
977.277898735,0.00633515384615
5426.47434551,0.0100060769231
2722.63884182,0.00994803703704
1209.03521613,0.0114515483871
16879.3303371,0.00746737837838
5157.30973711,0.0102650357143
15832.5442995,0.0086655
1087.11846417,0.0111931666667
1294.3483084,0.00878128
2704.27313193,0.00787177777778
4465.17802586,0.0083908
2060.46065176,0.013150075
6566.39327632,0.0103568888889
7841.40851591,0.00629451282051
1885.83138054,0.0100887741935
684.955365045,0.0114415
1404.46439982,0.0108286829268
17362.1361915,0.00529
5741.66815356,0.0074369
202.653527556,0.0108653666667
3232.68514713,0.00650085185185
654.353986368,0.0107349090909
1364.62420536,0.00662575862069
2100.80696472,0.0108217916667
114.824991211,0.00683478125
1050.81706285,0.00717885185185
286.445046973,0.0361834583333
5620.85672307,0.00648584615385
1918.72960961,0.00584372
5899.38741064,0.0060295
37.5123784326,0.0163589615385

5-Fold RMSE:,0.00731544673475,0.00306271599925,0.00279768984175,0.00492820202293,0.00492820202293
Average 5-Fold RMSE:,0.00412238703069

5-Fold rsquared:,-0.0334613466615,-0.0875856860369,0.0962170711505,-1.07904275984,-1.07904275984
Average 5-Fold rsquared:,-0.243745582868
