topology_std_closeness_centrality,transError.std.mean
0.0565394436277,0.597974409091
0.0749235383167,0.3833542
0.0701663659578,0.198447578947
0.0657681785738,0.12269
0.13065442293,0.153758035714
0.0624073878507,0.443964518519
0.0845695226798,0.531760416667
0.0670242256695,0.402073772727
0.0669124340965,0.30601326087
0.0765484380217,0.133319189189
0.0646504304243,0.194677542857
0.0905223954098,0.11035772
0.0900481570651,0.139761666667
0.115187813932,0.178360027027
0.0899535979605,0.2198439
0.116857256136,0.243437428571
0.0594648531491,0.256086724138
0.157134840264,0.338521882353
0.0588838687402,0.583932391304
0.0853782568654,0.325802619048
0.0673104249139,0.59423269697
0.0945135561085,0.577431384615
0.0868958235123,0.38375874359
0.0639585892462,0.698436384615
0.101375536596,0.3659623
0.0845009452369,0.690604043478
0.108458483731,0.404276533333
0.0665544387217,0.441453846154
0.0374305305731,0.237735884615
0.0536432565224,0.225124575758
0.068198206604,0.256219483871
0.0745594040261,0.65674012
0.0408820498034,0.358577384615
0.0633289348438,0.362996384615
0.0526834428243,0.287370933333
0.0472063942178,0.50726
0.095743320775,0.0964399411765
0.0508982298677,0.236416833333
0.0555799197274,0.35981112
0.0834404573371,0.273577115385
0.0403607033676,0.702296269231
0.0537675872802,0.558222807692
0.0747329471831,0.282527217391
0.0468274295182,0.292004974359
0.072643836412,0.441571769231
0.0530174475837,0.501131740741
0.0701235418297,0.346335935484
0.0757339072829,0.466183297297
0.0930764684502,0.309707785714
0.0570677408173,0.503770083333
0.0819311450325,0.218116833333
0.0947118368488,0.1932868
0.0492781042019,0.310407555556
0.045934575683,0.50208644
0.0790551718017,0.29558275
0.0751243143765,0.442420407407
0.0714943970357,0.337067487179
0.0470059839967,0.286365322581
0.0714476214654,0.19540578125
0.0858487345512,0.171382926829
0.0699051405756,0.327402357143
0.0729452660304,0.287927933333
0.0600455297118,0.466749133333
0.0706887474473,0.224714148148
0.0775007939585,0.483949818182
0.115934965711,0.153626448276
0.0606107891583,0.380862583333
0.0707140975918,0.2900733125
0.0834460534495,0.203370592593
0.0722237137313,0.522405666667
0.0806190931631,0.237020576923
0.087565063355,0.17280424
0.0735940216048,0.366907921053
0.0598415157943,0.789124346154

5-Fold RMSE:,0.19946064752,0.122734776764,0.165261620997,0.141569082352,0.141569082352
Average 5-Fold RMSE:,0.150907500346

5-Fold rsquared:,0.131802554632,-0.231097307914,0.132658287779,0.0185567314532,0.0185567314532
Average 5-Fold rsquared:,-0.0144479194788
