voronoi_std_eigenvector_centrality,rotError.mean.mean
0.061688422116,0.00781177272727
0.0628848579041,0.00518106666667
0.0735873626594,0.00745268421053
0.122421627337,0.00380332142857
0.100010706049,0.00530514285714
0.0665140899304,0.0108654444444
0.0499869171086,0.0100377916667
0.0583048887054,0.00976259090909
0.0772599538281,0.00654347826087
0.092355006202,0.00574740540541
0.0942375781658,0.0063216
0.107306514034,0.00609472
0.107707055274,0.00695146666667
0.0906409739223,0.00530697297297
0.104297507721,0.00419643333333
0.115439442184,0.00586774285714
0.0650409083878,0.0080334137931
0.0583229555488,0.00957582352941
0.0594842394656,0.0113755652174
0.0788215763143,0.00664728571429
0.0480134270942,0.00940933333333
0.0633224148962,0.00862580769231
0.0695045297866,0.0175163076923
0.0539293297254,0.00585915384615
0.0795172592942,0.0080592
0.0794001997108,0.00719391304348
0.103601683322,0.0116620333333
0.0621418524861,0.0185035384615
0.0664741323194,0.00794823076923
0.0586477113224,0.00808536363636
0.0588844988291,0.00828783870968
0.0718074587629,0.0090522
0.0433166383751,0.0130484230769
0.0480981747221,0.0102915384615
0.0571208297746,0.0115043333333
0.0527148108833,0.0112823142857
0.108039224395,0.00535094117647
0.0670363744304,0.0116517083333
0.064562611159,0.00985292
0.095602752891,0.00736969230769
0.0559140808964,0.0124235769231
0.057696329759,0.0109033461538
0.0863325328339,0.00870517391304
0.0684244190537,0.00633515384615
0.0595416486538,0.0100060769231
0.0570370754118,0.00994803703704
0.0701124270704,0.0114515483871
0.0655147896749,0.00746737837838
0.0741480740915,0.0102650357143
0.0598781678858,0.0086655
0.0814587853061,0.0111931666667
0.0716576654504,0.00878128
0.0817727657324,0.00787177777778
0.0609360751897,0.0083908
0.0756944120562,0.013150075
0.0625710750276,0.0103568888889
0.0778171239841,0.00629451282051
0.071506866971,0.0100887741935
0.0754874067928,0.0114415
0.0768360610148,0.0108286829268
0.183177866246,0.00529
0.0882860014571,0.0074369
0.0623255741929,0.0108653666667
0.0811425974437,0.00650085185185
0.063736397957,0.0107349090909
0.0876523795269,0.00662575862069
0.0655788298353,0.0108217916667
0.0585601819606,0.00683478125
0.0666331321729,0.00717885185185
0.046391247244,0.0361834583333
0.0702204048489,0.00648584615385
0.0626679442345,0.00584372
0.0665682795308,0.0060295
0.0393741635952,0.0163589615385

5-Fold RMSE:,0.0028619803317,0.00392691106854,0.0022432470598,0.00258460292292,0.00258460292292
Average 5-Fold RMSE:,0.00377378036262

5-Fold rsquared:,-1.02123005418,-0.961718197953,-0.117195454105,-0.0558627657397,-0.0558627657397
Average 5-Fold rsquared:,-0.401099849024
