std_eigenvector_centrality,rotError.std.mean
0.061688422116,0.0136865652174
0.0628848579041,0.00848306666667
0.0735873626594,0.00990715789474
0.122421627337,0.00666489285714
0.100010706049,0.00854714285714
0.0665140899304,0.0155064516129
0.0499869171086,0.0139629166667
0.0583048887054,0.0146126956522
0.0772599538281,0.00927660869565
0.092355006202,0.00886394594595
0.0942375781658,0.0103236571429
0.107306514034,0.00831244
0.107707055274,0.0120980666667
0.0906409739223,0.00897186111111
0.104297507721,0.0070672
0.115439442184,0.00862697142857
0.0650409083878,0.0111955416667
0.0583229555488,0.0146358235294
0.0594842394656,0.0165645
0.0788215763143,0.00871552173913
0.0480134270942,0.0142774482759
0.0633224148962,0.0177865357143
0.0695045297866,0.0435829285714
0.0539293297254,0.01847425
0.0795172592942,0.0134678235294
0.0794001997108,0.0117434782609
0.103601683322,0.0171069
0.0621418524861,0.0210941176471
0.0664741323194,0.00869485714286
0.0586477113224,0.00991634782609
0.0588844988291,0.0162976363636
0.0718074587629,0.01273672
0.0433166383751,0.0216128148148
0.0480981747221,0.0267318666667
0.0571208297746,0.014787
0.0527148108833,0.01558596875
0.108039224395,0.00887017391304
0.0670363744304,0.0132185
0.064562611159,0.0158112592593
0.095602752891,0.0110901538462
0.0559140808964,0.016004875
0.057696329759,0.0116140454545
0.0863325328339,0.0131456666667
0.0684244190537,0.012016
0.0595416486538,0.0138605172414
0.0570370754118,0.0208444333333
0.0701124270704,0.0209096857143
0.0655147896749,0.0136826097561
0.0741480740915,0.0140931785714
0.0598781678858,0.0134039285714
0.0814587853061,0.0124418666667
0.0716576654504,0.0149295555556
0.0817727657324,0.0113095
0.0609360751897,0.01085984
0.0756944120562,0.0133554761905
0.0625710750276,0.0143581333333
0.0778171239841,0.00947095238095
0.071506866971,0.0113865483871
0.0754874067928,0.0149370666667
0.0768360610148,0.0114615121951
0.183177866246,0.00805719230769
0.0882860014571,0.0116139666667
0.0623255741929,0.01513984375
0.0811425974437,0.0103575555556
0.063736397957,0.0177405833333
0.0876523795269,0.0105403103448
0.0655788298353,0.0159079615385
0.0585601819606,0.0123346818182
0.0666331321729,0.00975977777778
0.046391247244,0.0120594285714
0.0702204048489,0.0112861428571
0.0626679442345,0.00749868
0.0665682795308,0.00801097368421
0.0393741635952,0.0182204166667
