topology_density,rotError.mean.mean
0.0585365853659,0.00781177272727
0.106666666667,0.00518106666667
0.166666666667,0.00745268421053
0.222222222222,0.00380332142857
0.181818181818,0.00530514285714
0.0582793709528,0.0108654444444
0.0611664295875,0.0100377916667
0.0942028985507,0.00976259090909
0.134502923977,0.00654347826087
0.133333333333,0.00574740540541
0.117647058824,0.0063216
0.142857142857,0.00609472
0.183333333333,0.00695146666667
0.158333333333,0.00530697297297
0.171428571429,0.00419643333333
0.125,0.00586774285714
0.1,0.0080334137931
0.666666666667,0.00957582352941
0.0619796484736,0.0113755652174
0.122807017544,0.00664728571429
0.0542635658915,0.00940933333333
0.0984615384615,0.00862580769231
0.100985221675,0.0175163076923
0.0659536541889,0.00585915384615
0.105263157895,0.0080592
0.1,0.00719391304348
0.105263157895,0.0116620333333
0.0827586206897,0.0185035384615
0.0630630630631,0.00794823076923
0.0690690690691,0.00808536363636
0.0655462184874,0.00828783870968
0.08,0.0090522
0.0460829493088,0.0130484230769
0.0550724637681,0.0102915384615
0.0505319148936,0.0115043333333
0.0475113122172,0.0112823142857
0.166666666667,0.00535094117647
0.0602564102564,0.0116517083333
0.070564516129,0.00985292
0.117647058824,0.00736969230769
0.0592334494774,0.0124235769231
0.0909090909091,0.0109033461538
0.109523809524,0.00870517391304
0.0570048309179,0.00633515384615
0.0689655172414,0.0100060769231
0.0641025641026,0.00994803703704
0.0826210826211,0.0114515483871
0.111111111111,0.00746737837838
0.15,0.0102650357143
0.0911680911681,0.0086655
0.0952380952381,0.0111931666667
0.110526315789,0.00878128
0.102766798419,0.00787177777778
0.0611664295875,0.0083908
0.0905797101449,0.013150075
0.0866666666667,0.0103568888889
0.105263157895,0.00629451282051
0.0712643678161,0.0100887741935
0.0952380952381,0.0114415
0.125,0.0108286829268
0.105263157895,0.00529
0.117647058824,0.0074369
0.0621848739496,0.0108653666667
0.0952380952381,0.00650085185185
0.0804597701149,0.0107349090909
0.141666666667,0.00662575862069
0.0585585585586,0.0108217916667
0.0773109243697,0.00683478125
0.141666666667,0.00717885185185
0.0557491289199,0.0361834583333
0.0978260869565,0.00648584615385
0.122807017544,0.00584372
0.0804597701149,0.0060295
0.090756302521,0.0163589615385

5-Fold RMSE:,0.00230549057821,0.00306643164543,0.00754792016206,0.00730908214385,0.00730908214385
Average 5-Fold RMSE:,0.0047597338294

5-Fold rsquared:,0.011891868874,0.00327305402903,-6.36713624715,-0.0524953756743,-0.0524953756743
Average 5-Fold rsquared:,-1.2580842161
