voronoi_avg_eigenvector_centrality,rotError.mean.mean
0.0100393514149,0.00781177272727
0.0105135767838,0.00518106666667
0.0172969873425,0.00745268421053
0.0409830675628,0.00380332142857
0.0273961100812,0.00530514285714
0.00775762679381,0.0108654444444
0.00574053025445,0.0100377916667
0.00607997285304,0.00976259090909
0.0128790084879,0.00654347826087
0.017891627974,0.00574740540541
0.0253591873935,0.0063216
0.0288269155167,0.00609472
0.0272922929883,0.00695146666667
0.0219058444332,0.00530697297297
0.0297781088292,0.00419643333333
0.0309749814202,0.00586774285714
0.0124757824752,0.0080334137931
0.00765770647817,0.00957582352941
0.00766469551654,0.0113755652174
0.0140504632514,0.00664728571429
0.00385958981256,0.00940933333333
0.00941447966977,0.00862580769231
0.0120101922236,0.0175163076923
0.00768026339488,0.00585915384615
0.0286332432184,0.0080592
0.0137519009375,0.00719391304348
0.0321153716337,0.0116620333333
0.0117639351235,0.0185035384615
0.0102993499896,0.00794823076923
0.00831972874981,0.00808536363636
0.00813539809992,0.00828783870968
0.0103366706799,0.0090522
0.00323439217057,0.0130484230769
0.00533722428878,0.0102915384615
0.00771167569822,0.0115043333333
0.00884825240827,0.0112823142857
0.0385411562993,0.00535094117647
0.0125414231222,0.0116517083333
0.013397586622,0.00985292
0.0195939573205,0.00736969230769
0.00617839133906,0.0124235769231
0.00780794728565,0.0109033461538
0.0172809652214,0.00870517391304
0.00757861267376,0.00633515384615
0.00720516326982,0.0100060769231
0.00830849954476,0.00994803703704
0.0193714444817,0.0114515483871
0.00863855085793,0.00746737837838
0.0157857386681,0.0102650357143
0.00954335364902,0.0086655
0.0189069640465,0.0111931666667
0.0181565375695,0.00878128
0.0127487196601,0.00787177777778
0.00943801405487,0.0083908
0.0123575452517,0.013150075
0.0092119796945,0.0103568888889
0.0152906308222,0.00629451282051
0.0110621006247,0.0100887741935
0.0107519721017,0.0114415
0.0109688701912,0.0108286829268
0.109089022235,0.00529
0.0164346608041,0.0074369
0.00825178595754,0.0108653666667
0.0162847765897,0.00650085185185
0.00727309513956,0.0107349090909
0.0159238280504,0.00662575862069
0.00813813888448,0.0108217916667
0.0113764647388,0.00683478125
0.0145323256063,0.00717885185185
0.00351487462818,0.0361834583333
0.014957737734,0.00648584615385
0.011737521707,0.00584372
0.00855386841229,0.0060295
0.00348930382443,0.0163589615385

5-Fold RMSE:,0.00272693827028,0.00428755943418,0.00238482931399,0.00743099872373,0.00743099872373
Average 5-Fold RMSE:,0.00390027000937

5-Fold rsquared:,-0.0392190564714,-0.897658700689,0.0123059125327,0.0399291537948,0.0399291537948
Average 5-Fold rsquared:,-0.126014391366
