voronoi_std_eigenvector_centrality,rotError.std.mean
0.061688422116,0.0134886818182
0.0628848579041,0.00848306666667
0.0735873626594,0.00990715789474
0.122421627337,0.00666489285714
0.100010706049,0.00854714285714
0.0665140899304,0.0154531111111
0.0499869171086,0.0139629166667
0.0583048887054,0.0142382727273
0.0772599538281,0.00927660869565
0.092355006202,0.00886394594595
0.0942375781658,0.0103236571429
0.107306514034,0.00831244
0.107707055274,0.0120980666667
0.0906409739223,0.00902981081081
0.104297507721,0.0070672
0.115439442184,0.00862697142857
0.0650409083878,0.0107663448276
0.0583229555488,0.0146358235294
0.0594842394656,0.0153069130435
0.0788215763143,0.00836128571429
0.0480134270942,0.0141560606061
0.0633224148962,0.0130143076923
0.0695045297866,0.0213154358974
0.0539293297254,0.0118386923077
0.0795172592942,0.0129007
0.0794001997108,0.0117434782609
0.103601683322,0.0171069
0.0621418524861,0.0201348076923
0.0664741323194,0.00883107692308
0.0586477113224,0.00979857575758
0.0588844988291,0.0108434193548
0.0718074587629,0.01273672
0.0433166383751,0.0201676538462
0.0480981747221,0.0242387692308
0.0571208297746,0.0134642666667
0.0527148108833,0.0164263142857
0.108039224395,0.008347
0.0670363744304,0.0136369583333
0.064562611159,0.0145126
0.095602752891,0.0110901538462
0.0559140808964,0.0162626538462
0.057696329759,0.0139900769231
0.0863325328339,0.0113885652174
0.0684244190537,0.00808025641026
0.0595416486538,0.0127977692308
0.0570370754118,0.0142507037037
0.0701124270704,0.0175852258065
0.0655147896749,0.0131790810811
0.0741480740915,0.0140931785714
0.0598781678858,0.013008
0.0814587853061,0.0124418666667
0.0716576654504,0.01217428
0.0817727657324,0.0113095
0.0609360751897,0.01085984
0.0756944120562,0.013217275
0.0625710750276,0.0138498148148
0.0778171239841,0.00906033333333
0.071506866971,0.0113865483871
0.0754874067928,0.01360234375
0.0768360610148,0.0114615121951
0.183177866246,0.00809121428571
0.0882860014571,0.0116139666667
0.0623255741929,0.0140091666667
0.0811425974437,0.0103575555556
0.063736397957,0.0173899090909
0.0876523795269,0.0105403103448
0.0655788298353,0.0152154583333
0.0585601819606,0.00999909375
0.0666331321729,0.00975977777778
0.046391247244,0.0581752916667
0.0702204048489,0.00897219230769
0.0626679442345,0.00749868
0.0665682795308,0.00801097368421
0.0393741635952,0.0207175

5-Fold RMSE:,0.00418361494213,0.00258214701871,0.0116108440249,0.0030608432168,0.0030608432168
Average 5-Fold RMSE:,0.00482584063829

5-Fold rsquared:,-0.069746097964,0.186371849962,-1.82044473945,0.0109412504138,0.0109412504138
Average 5-Fold rsquared:,-0.30705671303
