voronoi_avg_betweenness_centrality,transError.std.mean
0.0453083989501,0.597974409091
0.0506431441029,0.3833542
0.0688565543818,0.198447578947
0.0824956165985,0.12269
0.0912411571598,0.153758035714
0.0512248343955,0.443964518519
0.0385499044432,0.531760416667
0.0533682183273,0.402073772727
0.0847704008547,0.30601326087
0.101026753682,0.133319189189
0.100138696255,0.194677542857
0.0960540709486,0.11035772
0.0959134239725,0.139761666667
0.0856861275929,0.178360027027
0.0833181465357,0.2198439
0.112872975277,0.243437428571
0.0679895520642,0.256086724138
0.0467709082677,0.338521882353
0.055920167335,0.583932391304
0.0682366021076,0.325802619048
0.0536409255235,0.59423269697
0.0538211780553,0.577431384615
0.0425393134828,0.38375874359
0.0415603204832,0.698436384615
0.0510232807543,0.3659623
0.072659366777,0.690604043478
0.0848503256724,0.404276533333
0.0649559528436,0.441453846154
0.0723839147691,0.237735884615
0.0474747686416,0.225124575758
0.0472698785658,0.256219483871
0.076188994946,0.65674012
0.0313445517341,0.358577384615
0.0454936627156,0.362996384615
0.0511352348359,0.287370933333
0.0479590290814,0.50726
0.089848269322,0.0964399411765
0.0560749704341,0.236416833333
0.0530579343746,0.35981112
0.086418435933,0.273577115385
0.049189456212,0.702296269231
0.0737227337282,0.558222807692
0.0905225691265,0.282527217391
0.0702205751345,0.292004974359
0.0510723425654,0.441571769231
0.0494197342933,0.501131740741
0.0589674081539,0.346335935484
0.0637462112276,0.466183297297
0.0632373186978,0.309707785714
0.0478339121627,0.503770083333
0.0796291911066,0.218116833333
0.0541567842537,0.1932868
0.0824194352595,0.310407555556
0.0622521680655,0.50208644
0.0650717683523,0.29558275
0.0503509521959,0.442420407407
0.0720605736997,0.337067487179
0.0833692725123,0.286365322581
0.0656786745706,0.19540578125
0.0642846329887,0.171382926829
0.137012987013,0.327402357143
0.0982316750719,0.287927933333
0.0588473635416,0.466749133333
0.0797518763449,0.224714148148
0.0519919002253,0.483949818182
0.0719211469534,0.153626448276
0.0543909260484,0.380862583333
0.0407834101382,0.2900733125
0.0591222769494,0.203370592593
0.0419426953002,0.522405666667
0.058391423179,0.237020576923
0.0566914730706,0.17280424
0.0557387498564,0.366907921053
0.0321313931569,0.789124346154

5-Fold RMSE:,0.0774934492466,0.174572851479,0.148391570196,0.178531834721,0.178531834721
Average 5-Fold RMSE:,0.141773212477

5-Fold rsquared:,0.058668612824,0.209585527203,0.323794267435,0.463326489006,0.463326489006
Average 5-Fold rsquared:,0.189863434736
