avgRoomArea,rotError.std.mean
7977.65771283,0.0136865652174
21173.5347899,0.00848306666667
624.168754832,0.00990715789474
80.8425765625,0.00666489285714
1471.88578033,0.00854714285714
34.881097464,0.0155064516129
2549.50107571,0.0139629166667
1963.40434773,0.0146126956522
2780.84323949,0.00927660869565
1048.19797,0.00886394594595
2295.96385831,0.0103236571429
722.891074407,0.00831244
238.733433348,0.0120980666667
1918.774887,0.00897186111111
68.8216068272,0.0070672
6551.51671392,0.00862697142857
6943.03896001,0.0111955416667
1733.7689016,0.0146358235294
35.6467956188,0.0165645
151.362690548,0.00871552173913
99.3657311669,0.0142774482759
301.946595142,0.0177865357143
121.68372176,0.0435829285714
117.729480802,0.01847425
159.178043584,0.0134678235294
159.188760688,0.0117434782609
859.936380576,0.0171069
1770.82512649,0.0210941176471
91.9816248562,0.00869485714286
1183.72809077,0.00991634782609
1997.3848037,0.0162976363636
49524.5924242,0.01273672
469.164697244,0.0216128148148
943.370778453,0.0267318666667
42.0407507992,0.014787
199.193698175,0.01558596875
788.58765325,0.00887017391304
453.458902845,0.0132185
1693.17206751,0.0158112592593
5552.49887159,0.0110901538462
363.343164941,0.016004875
1289.36416825,0.0116140454545
2951.87623731,0.0131456666667
977.277898735,0.012016
5426.47434551,0.0138605172414
2722.63884182,0.0208444333333
1209.03521613,0.0209096857143
16879.3303371,0.0136826097561
5157.30973711,0.0140931785714
15832.5442995,0.0134039285714
1087.11846417,0.0124418666667
1294.3483084,0.0149295555556
2704.27313193,0.0113095
4465.17802586,0.01085984
2060.46065176,0.0133554761905
6566.39327632,0.0143581333333
7841.40851591,0.00947095238095
1885.83138054,0.0113865483871
684.955365045,0.0149370666667
1404.46439982,0.0114615121951
17362.1361915,0.00805719230769
5741.66815356,0.0116139666667
202.653527556,0.01513984375
3232.68514713,0.0103575555556
654.353986368,0.0177405833333
1364.62420536,0.0105403103448
2100.80696472,0.0159079615385
114.824991211,0.0123346818182
1050.81706285,0.00975977777778
286.445046973,0.0120594285714
5620.85672307,0.0112861428571
1918.72960961,0.00749868
5899.38741064,0.00801097368421
37.5123784326,0.0182204166667
