voronoi_avg_closeness_centrality,transError.std.std
0.0829681026723,0.226872799473
0.0792384190845,0.0888341978949
0.0798824288546,0.0536568207547
0.178437489832,0.0531756045959
0.111079156429,0.0388866547706
0.0829357773374,0.156091446153
0.0635474330535,0.204774691356
0.0627819242078,0.189473879231
0.070759448798,0.0429963941514
0.0847485271117,0.0500640527086
0.0911718928997,0.160692173355
0.121065388922,0.0364422115207
0.120524288794,0.115579807708
0.0966926435271,0.0365550743802
0.130293676296,0.0491585794691
0.119034100862,0.0890782760547
0.0633096270436,0.0933187599678
0.0716879263894,0.138087316178
0.0626132509807,0.258353516079
0.0884732603304,0.0779121061829
0.0418780662733,0.259494989064
0.0745168063384,0.214149069586
0.108537964332,0.160472378798
0.0689598898793,0.578481679757
0.12870857214,0.14193715639
0.0852834013798,0.390698889866
0.126092060057,0.145785206544
0.0607268432365,0.196101691352
0.0613436786713,0.0540020208264
0.0713487155756,0.0639730578518
0.0716179077184,0.0642383791162
0.0677186188063,0.258741211908
0.0583282349173,0.131888311652
0.0511601522691,0.126072926139
0.0630304264848,0.124697260981
0.0576403296223,0.192108034661
0.134849739205,0.0517409309399
0.0787934053944,0.150426578073
0.0784116989904,0.141387393986
0.10438803755,0.0819226964463
0.0621938106869,0.284322556163
0.0459685102702,0.268748777682
0.0833470642953,0.0698040570684
0.0668233399598,0.0777311359681
0.0674685943723,0.221015525555
0.066160655136,0.170190402896
0.086124372711,0.10685390071
0.0670963269855,0.237490765274
0.0860557798913,0.110170635227
0.0743900151433,0.172007018126
0.0848779173114,0.0621497895481
0.0957811074698,0.110615023941
0.0804055982337,0.126944549297
0.0602154793258,0.109794391941
0.0849009471958,0.0809823194632
0.0764866089586,0.12386252947
0.0838354988579,0.0966363792344
0.0620173042545,0.064450068138
0.0854679083625,0.0692099506632
0.089826724729,0.075847820682
0.276990231888,0.113532147819
0.0799232574825,0.129796983767
0.0653665559372,0.192206970562
0.0828839962515,0.105334107197
0.0752682157962,0.145524364411
0.105127732991,0.0596299714663
0.0763646154256,0.130217601143
0.0824425675438,0.0974594238893
0.0764803546915,0.0743403423368
0.0502815796087,0.167837658831
0.0840568168315,0.168709916846
0.0692964768629,0.0562958637779
0.0778106496485,0.116143743091
0.047644843881,0.206076064429

5-Fold RMSE:,0.130049588817,0.0954361907364,0.0611125630804,0.0500462864119,0.0500462864119
Average 5-Fold RMSE:,0.0839043628166

5-Fold rsquared:,-0.58366987563,-0.123335120556,0.0111046072942,0.0505859164129,0.0505859164129
Average 5-Fold rsquared:,-0.112277541875
