std_closeness_centrality,rotError.std.std
0.0162028340043,0.00544283981045
0.0180723422608,0.00238204213415
0.0143460382158,0.00443794731193
0.0334856533368,0.00221181244909
0.020401416029,0.00124875791759
0.0121833939039,0.00670812510145
0.0101726693386,0.00526352379524
0.0111789888503,0.00913242766636
0.0129962715494,0.00109827381314
0.0155910611826,0.001820392131
0.0161896572248,0.0115835540733
0.0246489555346,0.00242628577179
0.0225383671267,0.00881799279479
0.0175173726078,0.00155158807808
0.0234215696698,0.00133593491358
0.0217815574121,0.0033034977955
0.0120222750025,0.00457690250041
0.0129204340926,0.010818340273
0.0105738429496,0.00939720652641
0.0121048389773,0.00241009476396
0.00310742205166,0.00935003691155
0.0141771999006,0.0239013077489
0.0180681349112,0.0967031592699
0.0122438733975,0.0235713891725
0.0237913288013,0.00693154786835
0.0143990925972,0.00719629727175
0.0151231404527,0.00729724936466
0.0115281691071,0.00928123177602
0.0110998846989,0.00146296711826
0.012394935845,0.00345204746565
0.0110110099535,0.0235237306324
0.0130270578487,0.00431503222254
0.00875221342896,0.0109164373752
0.00976784712079,0.0384564311949
0.010504734642,0.0101640285899
0.00816683567122,0.0060490277033
0.0250352459787,0.00237160519209
0.0110216500896,0.00513266581564
0.0127664010297,0.00798833628714
0.0192787369224,0.00480609803905
0.00952672556587,0.00931314053418
0.00914047087579,0.0035854966117
0.0161798718058,0.0090749635613
0.0140280958987,0.00197943739482
0.0092818621892,0.00752716726779
0.0136604729771,0.0245157322818
0.0164595556523,0.0131644023743
0.012871900677,0.00816947942897
0.0131870913257,0.00596216482169
0.0140545346879,0.00530810796887
0.0164976378118,0.00290363576381
0.0185512356271,0.00562260485523
0.0147849607696,0.00593740494427
0.0115088999888,0.0031691424541
0.00955666431135,0.00408505580913
0.0136819240382,0.0074098626606
0.0155996031848,0.00358325893136
0.0117033474378,0.00295568783369
0.0168711330914,0.00524304033256
0.0174204601188,0.00492444947089
0.0519139466047,0.00284535658194
0.0156601313596,0.00668196581096
0.0116531019994,0.00806206474837
0.0158865164552,0.00651974844058
0.0101031055214,0.0102982308024
0.021634134839,0.00348419817228
0.0104434238961,0.00773341395644
0.012002439584,0.00707002400913
0.0148984712614,0.0034764729288
0.00699868820091,0.00413643864616
0.0133203744133,0.0129904271285
0.0115536467413,0.00201918335413
0.0143915244288,0.00303309851547
0.00741871144613,0.00469485154998
