voronoi_std_betweenness_centrality,transError.mean.std
0.064127687584,0.187622165382
0.078906434805,0.117509395197
0.0746543812721,0.150879627982
0.062851196191,0.0626106276575
0.120555286217,0.0363222141704
0.134588707592,0.0240230927776
0.157081183686,0.0231752964896
0.0702608079073,0.244942705536
0.0724914959019,0.118403445404
0.115339067677,0.25684750383
0.140816589884,0.0468835943002
0.16805134529,0.0525575836354
0.169705907227,0.0652650350355
0.148425240047,0.0380406378831
0.160579833031,0.048698079138
0.154942199063,0.0471928668924
0.119327588971,0.015699391456
0.175548202855,0.0795487657361
0.127445753524,0.0609893108178
0.0828370625069,0.0634488000674
0.0894050902149,0.157331633444
0.0939366873161,0.225853461955
0.0913729694687,0.335983825039
0.0739055320019,0.192289958812
0.076293463043,0.0925116985357
0.0958990178296,0.173005460782
0.0830023467368,0.150862439925
0.138718645002,0.113382526137
0.117196701992,0.0940625752148
0.108306665569,0.228409668405
0.141828214583,0.0484971177734
0.0756330969252,0.0700468458533
0.0762021693546,0.287812908678
0.140770979315,0.109859637786
0.0511046648544,0.30823195051
0.0862567077224,0.251954545215
0.0952789524029,0.158847840005
0.0836735301728,0.112238353718
0.154109156244,0.0402882774962
0.0946700876743,0.0825251437691
0.0848366529613,0.1264444763
0.151920860392,0.0703616797672
0.0770398687958,0.114763250904
0.134288831834,0.0896356459078
0.157379029906,0.185040710074
0.127519968793,0.14370205831
0.0867796134283,0.281651273406
0.0850149322524,0.217198105027
0.1103334443,0.0868164172079
0.114004545879,0.121972989288
0.0990072824493,0.0844506183324
0.0829289381716,0.0812632064472
0.141626997478,0.0478290808047
0.0926301375778,0.165411061738
0.147842301865,0.063039235743
0.116817550364,0.0862053699096
0.103636622274,0.123650418782
0.0778880925589,0.166220167829
0.128144102526,0.205108169667
0.151022466631,0.067525357097
0.121528219661,0.0711609699581
0.115413024622,0.0754858045801
0.126020319963,0.0664587250454
0.15578903341,0.06593977187
0.123818508682,0.17018166168
0.138059180639,0.060063217006
0.082138035642,0.14039673261
0.125731603212,0.0600886637503
0.0855568473939,0.141798879212
0.0623751617214,0.259118831645
0.121268856559,0.0554747715395
0.0872310046751,0.22720282762
0.087537102921,0.0490437767207
0.113038517998,0.0852449136299

5-Fold RMSE:,0.0678562233463,0.042636406684,0.0791472129193,0.0729541083376,0.0729541083376
Average 5-Fold RMSE:,0.0624819080503

5-Fold rsquared:,0.264606877285,0.51984901595,0.281996695237,0.281215750581,0.281215750581
Average 5-Fold rsquared:,0.235309182156
