topology_avg_shortest_path_length,transError.mean.mean
3.64146341463,0.494097045455
2.80666666667,0.347489733333
2.88461538462,0.178033842105
2.95555555556,0.111519571429
1.81818181818,0.135674892857
2.93524514339,0.500454518519
2.42674253201,0.483538
3.34420289855,0.314663090909
3.15789473684,0.266804521739
2.8380952381,0.136014027027
3.17647058824,0.1602634
2.67619047619,0.11330008
2.5,0.120517266667
1.84166666667,0.168670918919
2.20952380952,0.1753349
1.875,0.250973828571
3.83333333333,0.255138206897
1.33333333333,0.275744352941
3.01572617946,0.550894956522
2.42105263158,0.348672047619
2.41971207087,0.556707151515
2.11076923077,0.560622653846
2.2315270936,0.375646230769
3.30837789661,0.493396230769
2.26900584795,0.349249866667
2.45789473684,0.511895521739
1.89473684211,0.3828526
3.25057471264,0.376691423077
5.47297297297,0.2061935
3.16516516517,0.234490727273
3.05378151261,0.250467741935
2.96666666667,0.63580396
3.94674859191,0.298866
3.25314009662,0.263492076923
3.77570921986,0.279235933333
3.70512820513,0.469986628571
2.37179487179,0.0827919117647
3.66794871795,0.224303125
3.36088709677,0.36068872
2.48529411765,0.297397730769
3.90592334495,0.687380423077
3.395256917,0.594765692308
2.68095238095,0.276685391304
4.77874396135,0.26799774359
2.55632183908,0.394348115385
3.71025641026,0.407328592593
3.34757834758,0.301939870968
2.76608187135,0.337777675676
2.28333333333,0.301987178571
3.73504273504,0.381142583333
2.64761904762,0.2053401
2.37368421053,0.16422708
3.44268774704,0.273704222222
3.92745376956,0.42013416
2.52536231884,0.315128875
3.04,0.391206259259
3.25789473684,0.319272923077
4.3908045977,0.283932129032
2.94805194805,0.19405875
2.59166666667,0.191225219512
2.97076023392,0.287816464286
3.07352941176,0.3031
3.49411764706,0.4451378
3.01904761905,0.236201074074
2.4183908046,0.513622636364
1.85833333333,0.154262137931
2.83333333333,0.395215916667
2.65378151261,0.2822633125
2.55,0.189719777778
2.80139372822,0.513207166667
2.57608695652,0.240103076923
2.34502923977,0.17891308
2.6091954023,0.367190842105
3.14957983193,0.626637846154

5-Fold RMSE:,0.153162007807,0.135931139214,0.149145048981,0.141548478247,0.141548478247
Average 5-Fold RMSE:,0.140660787323

5-Fold rsquared:,0.0165233331959,-0.191883187848,0.0859522805648,-0.0371275350501,-0.0371275350501
Average 5-Fold rsquared:,-0.018600343577
