topology_avg_katz_centrality,rotError.std.mean
0.164520601552,0.0196438888889
0.14490959715,0.0581752916667
0.152012508979,0.0138309130435
0.19348855763,0.00848306666667
0.274857823643,0.00990715789474
0.315688199115,0.00666489285714
0.281188123319,0.00854714285714
0.13687879313,0.0155064516129
0.149691632732,0.0139629166667
0.200394557396,0.0146126956522
0.225986597665,0.00927660869565
0.255507311148,0.00886394594595
0.240292386743,0.0103236571429
0.253883083042,0.00831244
0.245140367357,0.0120980666667
0.240554468057,0.00897186111111
0.253300745845,0.0070672
0.240402348022,0.00862697142857
0.197358951489,0.0107663448276
0.576851478367,0.0146358235294
0.137896297217,0.0165645
0.222462593068,0.00871552173913
0.140375197828,0.0233207058824
0.184491558962,0.0177865357143
0.174610713191,0.0435829285714
0.168023315729,0.0173028571429
0.221789361423,0.0134678235294
0.217728809152,0.0117434782609
0.21855578736,0.0171069
0.177783461173,0.0210941176471
0.162643088488,0.00869485714286
0.15905127118,0.00991634782609
0.162992923157,0.0162976363636
0.194677300978,0.01273672
0.122273092524,0.0216128148148
0.139000400145,0.0267318666667
0.137439770012,0.014787
0.134265682771,0.01558596875
0.273817367365,0.00887017391304
0.153884368942,0.0136369583333
0.173718373605,0.0158112592593
0.23768993686,0.0110901538462
0.151720774244,0.016004875
0.205673933659,0.0116140454545
0.213572373485,0.0131456666667
0.144439568071,0.012016
0.17493981875,0.0138605172414
0.153835261752,0.0208444333333
0.187006207323,0.0209096857143
0.225837365907,0.0136826097561
0.244355748718,0.0140931785714
0.190490479867,0.013008
0.21338935033,0.0124418666667
0.215991842591,0.0115595416667
0.20472205591,0.0113095
0.158341350822,0.01085984
0.197191271315,0.0133554761905
0.194739301254,0.0143581333333
0.22139266437,0.00947095238095
0.180352476788,0.0113865483871
0.209504868068,0.01360234375
0.24633950968,0.0114615121951
0.226325241251,0.00808462962963
0.240534450369,0.0116139666667
0.165392862514,0.01513984375
0.215217790547,0.0103575555556
0.17256521982,0.0177405833333
0.240540169197,0.0105403103448
0.156033511459,0.0159079615385
0.159984669078,0.0109016571429
0.245946325233,0.00975977777778
0.197164987585,0.0112861428571
0.222971811884,0.00749868
0.175433513511,0.00801097368421

5-Fold RMSE:,0.0034378705793,0.00344799949857,0.00347821638604,0.00889856439624,0.00889856439624
Average 5-Fold RMSE:,0.00651201861295

5-Fold rsquared:,-1.95859001644,0.324786907025,0.0993880637904,0.288537181033,0.288537181033
Average 5-Fold rsquared:,-0.282740291215
