voronoi_avg_eigenvector_centrality,rotError.std.mean
0.00348930382443,0.0196438888889
0.00351487462818,0.0581752916667
0.0100393514149,0.0138309130435
0.0105135767838,0.00848306666667
0.0172969873425,0.00990715789474
0.0409830675628,0.00666489285714
0.0273961100812,0.00854714285714
0.00775762679381,0.0155064516129
0.00574053025445,0.0139629166667
0.00607997285304,0.0146126956522
0.0128790084879,0.00927660869565
0.017891627974,0.00886394594595
0.0253591873935,0.0103236571429
0.0288269155167,0.00831244
0.0272922929883,0.0120980666667
0.0219058444332,0.00897186111111
0.0297781088292,0.0070672
0.0309749814202,0.00862697142857
0.0124757824752,0.0107663448276
0.00765770647817,0.0146358235294
0.00766469551654,0.0165645
0.0140504632514,0.00871552173913
0.00385958981256,0.0233207058824
0.00941447966977,0.0177865357143
0.0120101922236,0.0435829285714
0.00768026339488,0.0173028571429
0.0286332432184,0.0134678235294
0.0137519009375,0.0117434782609
0.0321153716336,0.0171069
0.0117639351235,0.0210941176471
0.0102993499896,0.00869485714286
0.00831972874981,0.00991634782609
0.00813539809992,0.0162976363636
0.0103366706799,0.01273672
0.00323439217057,0.0216128148148
0.00533722428878,0.0267318666667
0.00771167569822,0.014787
0.00884825240827,0.01558596875
0.0385411562993,0.00887017391304
0.0125414231222,0.0136369583333
0.013397586622,0.0158112592593
0.0195939573205,0.0110901538462
0.00617839133906,0.016004875
0.00780794728565,0.0116140454545
0.0172809652214,0.0131456666667
0.00757861267376,0.012016
0.00720516326982,0.0138605172414
0.00830849954476,0.0208444333333
0.0193714444817,0.0209096857143
0.00863855085793,0.0136826097561
0.0157857386681,0.0140931785714
0.00954335364902,0.013008
0.0189069640465,0.0124418666667
0.0181565375695,0.0115595416667
0.0127487196601,0.0113095
0.00943801405487,0.01085984
0.0123575452517,0.0133554761905
0.0092119796945,0.0143581333333
0.0152906308222,0.00947095238095
0.0110621006247,0.0113865483871
0.0107519721017,0.01360234375
0.0109688701912,0.0114615121951
0.109089022235,0.00808462962963
0.0164346608041,0.0116139666667
0.00825178595754,0.01513984375
0.0162847765897,0.0103575555556
0.00727309513956,0.0177405833333
0.0159238280504,0.0105403103448
0.00813813888448,0.0159079615385
0.0113764647388,0.0109016571429
0.0145323256063,0.00975977777778
0.014957737734,0.0112861428571
0.011737521707,0.00749868
0.00855386841229,0.00801097368421

5-Fold RMSE:,0.011974998016,0.0037697110597,0.00436729402804,0.00424166454487,0.00424166454487
Average 5-Fold RMSE:,0.00725049065601

5-Fold rsquared:,0.0885114219433,0.0301320119014,0.238617119937,-0.654790335982,-0.654790335982
Average 5-Fold rsquared:,-0.219679740493
