roomPerimeter,rotError.mean.mean
1588.62791478,0.00804769565217
1351.09384402,0.00518106666667
458.622966465,0.00745268421053
125.926169628,0.00380332142857
302.601396954,0.00530514285714
501.062394277,0.0113298387097
1837.42341771,0.0100377916667
688.861804167,0.00991973913043
662.793955846,0.00654347826087
345.129490021,0.00574740540541
456.293929549,0.0063216
315.925559425,0.00609472
243.357074819,0.00695146666667
409.663330218,0.00522869444444
203.831915727,0.00419643333333
608.510749633,0.00586774285714
811.724322072,0.00836370833333
789.405453777,0.00957582352941
498.214112703,0.0118060833333
349.485622363,0.00680830434783
623.087494685,0.00944403448276
506.227250231,0.0102644642857
469.640967896,0.0246713571429
470.629120514,0.00765891666667
343.406315926,0.00877191176471
349.626511091,0.00719391304348
503.178792264,0.0116620333333
824.277775057,0.0221704705882
481.48305766,0.00773861904762
859.077312371,0.0076692173913
1023.76949412,0.0124832272727
1483.77049838,0.0090522
1208.95867135,0.0147335925926
1173.67459887,0.0128114
537.162909983,0.0131788235294
845.005713505,0.0105658125
279.62861162,0.00586613043478
780.915742482,0.01122375
909.128599512,0.010821
623.395444333,0.00736969230769
787.160481335,0.012007125
551.960813093,0.00962695454545
655.096395443,0.0105803333333
1086.4876646,0.0089074
1357.05101607,0.0112168965517
1113.23214774,0.0137696
636.640571297,0.0132841714286
883.283838598,0.0079603902439
638.505269241,0.0102650357143
1290.51989442,0.00904714285714
474.810346145,0.0111931666667
502.295701425,0.0101992222222
687.882051882,0.00787177777778
1293.11063322,0.0083908
602.61103687,0.0134036428571
864.15979835,0.0111335666667
846.661098224,0.00665304761905
687.49670878,0.0100887741935
454.8062828,0.0131854666667
406.40042891,0.0108286829268
865.683726415,0.00526592307692
580.17017166,0.0074369
551.429068269,0.01176809375
620.854347876,0.00650085185185
651.012500721,0.0117556666667
367.406975129,0.00662575862069
1075.51367261,0.0114198846154
533.159488544,0.00877604545455
377.956377889,0.00717885185185
747.238694267,0.00882771428571
900.193877884,0.00862746428571
496.333168951,0.00584372
1394.54206022,0.0060295
837.315270419,0.0138904166667
