topology_avg_betweenness_centrality,transError.std.std
0.0651387827858,0.210038240515
0.0450348432056,0.167837658831
0.0677298311445,0.230568556601
0.0785507246377,0.0888341978949
0.171328671329,0.0536568207547
0.244444444444,0.0531756045959
0.0818181818182,0.0388866547706
0.0430054476308,0.207135681695
0.0396317370002,0.204774691356
0.106554677207,0.258492090208
0.12693498452,0.0429963941514
0.141391941392,0.0500640527086
0.145098039216,0.160692173355
0.128937728938,0.0364422115207
0.107142857143,0.115579807708
0.060119047619,0.0370592039719
0.0930402930403,0.0491585794691
0.0625,0.0890782760547
0.123188405797,0.0933187599678
0.333333333333,0.138087316178
0.0447939150992,0.283472780901
0.0835913312693,0.155756377989
0.0346271236799,0.431148459783
0.0462820512821,0.301796672041
0.0456121145776,0.15137538147
0.0721368092692,1.02365065259
0.0746474028208,0.167680135625
0.0809941520468,0.390698889866
0.0526315789474,0.145785206544
0.0803776683087,0.23374692862
0.127799227799,0.0547581142166
0.0618618618619,0.0669920319093
0.0622358034123,0.391347667119
0.0855072463768,0.258741211908
0.0483073539657,0.35561401166
0.0512077294686,0.382246016935
0.0603415047795,0.155138806672
0.0541025641026,0.177945288381
0.124708624709,0.0530782981644
0.0702091767881,0.150426578073
0.0786962365591,0.21615872905
0.0990196078431,0.0819226964463
0.0726480836237,0.293317732168
0.11405985319,0.127652611947
0.0884711779449,0.221674636893
0.0858805445762,0.0853392946102
0.0555829228243,0.357301613152
0.071322537112,0.453233740742
0.0939031339031,0.179230997901
0.103887168903,0.236587447923
0.0916666666667,0.110170635227
0.109401709402,0.172007018126
0.0867167919799,0.0621497895481
0.0763157894737,0.171951321611
0.116318464145,0.126944549297
0.0813181602655,0.109794391941
0.0693346508564,0.107098494917
0.0886956521739,0.151433371273
0.125438596491,0.185990376251
0.121100164204,0.064450068138
0.0974025974026,0.0692099506632
0.11369047619,0.075847820682
0.115927072583,0.115451416633
0.138235294118,0.129796983767
0.0755793226381,0.239664370415
0.10626566416,0.105334107197
0.0506568144499,0.149483092715
0.0613095238095,0.0596299714663
0.052380952381,0.141523549212
0.0501145912911,0.242795647909
0.110714285714,0.0743403423368
0.0716403162055,0.355724934863
0.0791193670451,0.0562958637779
0.0574712643678,0.116143743091

5-Fold RMSE:,0.101152846572,0.239823434909,0.0961738584188,0.123335050562,0.123335050562
Average 5-Fold RMSE:,0.132492568799

5-Fold rsquared:,0.063717288157,-0.142455819921,0.082024114259,0.184241953233,0.184241953233
Average 5-Fold rsquared:,0.0532901258995
