voronoi_avg_eigenvector_centrality,transError.std.std
0.00348930382443,0.210038240515
0.00351487462818,0.167837658831
0.0100393514149,0.230568556601
0.0105135767838,0.0888341978949
0.0172969873425,0.0536568207547
0.0409830675628,0.0531756045959
0.0273961100812,0.0388866547706
0.00775762679381,0.207135681695
0.00574053025445,0.204774691356
0.00607997285304,0.258492090208
0.0128790084879,0.0429963941514
0.017891627974,0.0500640527086
0.0253591873935,0.160692173355
0.0288269155167,0.0364422115207
0.0272922929883,0.115579807708
0.0219058444332,0.0370592039719
0.0297781088292,0.0491585794691
0.0309749814202,0.0890782760547
0.0124757824752,0.0933187599678
0.00765770647817,0.138087316178
0.00766469551654,0.283472780901
0.0140504632514,0.155756377989
0.00385958981256,0.431148459783
0.00941447966977,0.301796672041
0.0120101922236,0.15137538147
0.00768026339488,1.02365065259
0.0286332432184,0.167680135625
0.0137519009375,0.390698889866
0.0321153716336,0.145785206544
0.0117639351235,0.23374692862
0.0102993499896,0.0547581142166
0.00831972874981,0.0669920319093
0.00813539809992,0.391347667119
0.0103366706799,0.258741211908
0.00323439217057,0.35561401166
0.00533722428878,0.382246016935
0.00771167569822,0.155138806672
0.00884825240827,0.177945288381
0.0385411562993,0.0530782981644
0.0125414231222,0.150426578073
0.013397586622,0.21615872905
0.0195939573205,0.0819226964463
0.00617839133906,0.293317732168
0.00780794728565,0.127652611947
0.0172809652214,0.221674636893
0.00757861267376,0.0853392946102
0.00720516326982,0.357301613152
0.00830849954476,0.453233740742
0.0193714444817,0.179230997901
0.00863855085793,0.236587447923
0.0157857386681,0.110170635227
0.00954335364902,0.172007018126
0.0189069640465,0.0621497895481
0.0181565375695,0.171951321611
0.0127487196601,0.126944549297
0.00943801405487,0.109794391941
0.0123575452517,0.107098494917
0.0092119796945,0.151433371273
0.0152906308222,0.185990376251
0.0110621006247,0.064450068138
0.0107519721017,0.0692099506632
0.0109688701912,0.075847820682
0.109089022235,0.115451416633
0.0164346608041,0.129796983767
0.00825178595754,0.239664370415
0.0162847765897,0.105334107197
0.00727309513956,0.149483092715
0.0159238280504,0.0596299714663
0.00813813888448,0.141523549212
0.0113764647388,0.242795647909
0.0145323256063,0.0743403423368
0.014957737734,0.355724934863
0.011737521707,0.0562958637779
0.00855386841229,0.116143743091

5-Fold RMSE:,0.121155942389,0.09160038244,0.195793374697,0.228026648308,0.228026648308
Average 5-Fold RMSE:,0.145894122451

5-Fold rsquared:,0.00213598457756,0.191649061456,0.123621697095,0.00163635104476,0.00163635104476
Average 5-Fold rsquared:,0.023016742448
