topology_avg_shortest_path_length,rotError.std.std
3.64146341463,0.00570813314798
2.80666666667,0.00238204213415
2.88461538462,0.00443794731193
2.95555555556,0.00221181244909
1.81818181818,0.00124875791759
2.93524514339,0.00692890029398
2.42674253201,0.00526352379524
3.34420289855,0.00916339305052
3.15789473684,0.00109827381314
2.8380952381,0.001820392131
3.17647058824,0.0115835540733
2.67619047619,0.00242628577179
2.5,0.00881799279479
1.84166666667,0.00156947572306
2.20952380952,0.00133593491358
1.875,0.0033034977955
3.83333333333,0.00427790386373
1.33333333333,0.010818340273
3.01572617946,0.0073614093577
2.42105263158,0.0020421627691
2.41971207087,0.00882900353326
2.11076923077,0.0056069691509
2.2315270936,0.00964521917124
3.30837789661,0.0102373131119
2.26900584795,0.00694223066048
2.45789473684,0.00719629727175
1.89473684211,0.00729724936466
3.25057471264,0.00941862106525
5.47297297297,0.00165015637774
3.16516516517,0.00327309840264
3.05378151261,0.00344135860057
2.96666666667,0.00431503222254
3.94674859191,0.00820748297377
3.25314009662,0.038374045582
3.77570921986,0.00800000789555
3.70512820513,0.00653686665775
2.37179487179,0.0030003076901
3.66794871795,0.00533292057631
3.36088709677,0.00671912860422
2.48529411765,0.00480609803905
3.90592334495,0.00899802736477
3.395256917,0.00879950207474
2.68095238095,0.0034406223505
4.77874396135,0.00161564506
2.55632183908,0.00646094092521
3.71025641026,0.00512121237682
3.34757834758,0.00772600753931
2.76608187135,0.00810460207062
2.28333333333,0.00596216482169
3.73504273504,0.00468461053166
2.64761904762,0.00290363576381
2.37368421053,0.00727200671353
3.44268774704,0.00593740494427
3.92745376956,0.0031691424541
2.52536231884,0.00360718859354
3.04,0.00760278416857
3.25789473684,0.00281495176744
4.3908045977,0.00295568783369
2.94805194805,0.00587875703598
2.59166666667,0.00492444947089
2.97076023392,0.00274550707465
3.07352941176,0.00668196581096
3.49411764706,0.00693703706243
3.01904761905,0.00651974844058
2.4183908046,0.0105001485137
1.85833333333,0.00348419817228
2.83333333333,0.00672065780498
2.65378151261,0.00427584456832
2.55,0.0034764729288
2.80139372822,0.218382402573
2.57608695652,0.0062202472559
2.34502923977,0.00201918335413
2.6091954023,0.00303309851547
3.14957983193,0.00630615992045

5-Fold RMSE:,0.00496379865187,0.00490636738372,0.0549088461764,0.00473162222472,0.00473162222472
Average 5-Fold RMSE:,0.0156978853549

5-Fold rsquared:,-3.09174171046,-2.30621847403,-0.0849870114389,-0.0673674371494,-0.0673674371494
Average 5-Fold rsquared:,-1.50609815533
