avgRoomArea,rotError.mean.std
7977.65771283,0.00331315133626
21173.5347899,0.000529720236435
624.168754832,0.00274200687267
80.8425765625,0.000868010041646
1471.88578033,0.000988470995105
34.881097464,0.00429956664055
2549.50107571,0.00305267434636
1963.40434773,0.00325076749757
2780.84323949,0.00162224709611
1048.19797,0.00122251686463
2295.96385831,0.00481593435646
722.891074407,0.00139556645188
238.733433348,0.00295561424787
1918.774887,0.00086073843683
68.8216068272,0.00087903722649
6551.51671392,0.00234359606884
6943.03896001,0.00188456667166
1733.7689016,0.00475371639426
35.6467956188,0.00397965134483
151.362690548,0.00194485015484
99.3657311669,0.0029966941151
301.946595142,0.00728678377751
121.68372176,0.0240067761271
117.729480802,0.00627694262703
159.178043584,0.00364257671701
159.188760688,0.00193137045088
859.936380576,0.00350567334933
1770.82512649,0.011540864302
91.9816248562,0.00169851493892
1183.72809077,0.00387832424544
1997.3848037,0.018982936371
49524.5924242,0.00268365863701
469.164697244,0.00951347370549
943.370778453,0.0113683540574
42.0407507992,0.0102189055546
199.193698175,0.00279617073466
788.58765325,0.00119649202124
453.458902845,0.00356308331189
1693.17206751,0.00435481252733
5552.49887159,0.00284573492967
363.343164941,0.00405173873492
1289.36416825,0.00258198449888
2951.87623731,0.00935193660277
977.277898735,0.00120964368307
5426.47434551,0.00544625576124
2722.63884182,0.0122018643728
1209.03521613,0.00687929093309
16879.3303371,0.00319700990545
5157.30973711,0.00317220657184
15832.5442995,0.00270284127902
1087.11846417,0.00283126115696
1294.3483084,0.00237693489734
2704.27313193,0.00169591170353
4465.17802586,0.00167382816322
2060.46065176,0.00464877681209
6566.39327632,0.00631663664558
7841.40851591,0.00267358431567
1885.83138054,0.00290650421563
684.955365045,0.00632801513764
1404.46439982,0.00633767378436
17362.1361915,0.000912842598408
5741.66815356,0.00296056940863
202.653527556,0.00514108200771
3232.68514713,0.0018376947053
654.353986368,0.00559589829449
1364.62420536,0.0018378217927
2100.80696472,0.00470429841354
114.824991211,0.00708596426669
1050.81706285,0.00290145318257
286.445046973,0.00205404963873
5620.85672307,0.0102512932546
1918.72960961,0.00140772643706
5899.38741064,0.00163527502515
37.5123784326,0.0038489765622
