topology_avg_katz_centrality,transError.std.mean
0.164520601552,0.778805
0.14490959715,0.522405666667
0.152012508979,0.611337304348
0.19348855763,0.3833542
0.274857823643,0.198447578947
0.315688199115,0.12269
0.281188123319,0.153758035714
0.13687879313,0.492268548387
0.149691632732,0.531760416667
0.200394557396,0.440496478261
0.225986597665,0.30601326087
0.255507311148,0.133319189189
0.240292386743,0.194677542857
0.253883083042,0.11035772
0.245140367357,0.139761666667
0.240554468057,0.178345722222
0.253300745845,0.2198439
0.240402348022,0.243437428571
0.197358951489,0.256086724138
0.576851478367,0.338521882353
0.137896297217,0.61062825
0.222462593068,0.359939652174
0.140375197828,0.708234558824
0.184491558962,0.628137071429
0.174610713191,0.443055071429
0.168023315729,0.936557642857
0.221789361423,0.398797941176
0.217728809152,0.690604043478
0.21855578736,0.404276533333
0.177783461173,0.493052294118
0.162643088488,0.232889238095
0.15905127118,0.221677130435
0.162992923157,0.341540409091
0.194677300978,0.65674012
0.122273092524,0.423536259259
0.139000400145,0.4465398
0.137439770012,0.306929823529
0.134265682771,0.480697125
0.273817367365,0.108247869565
0.153884368942,0.236416833333
0.173718373605,0.405104185185
0.23768993686,0.273577115385
0.151720774244,0.694026083333
0.205673933659,0.480950272727
0.213572373485,0.326498583333
0.144439568071,0.4142652
0.17493981875,0.500458896552
0.153835261752,0.625794366667
0.187006207323,0.379335257143
0.225837365907,0.487031439024
0.244355748718,0.309707785714
0.190490479867,0.503770083333
0.21338935033,0.218116833333
0.215991842591,0.213804791667
0.20472205591,0.310407555556
0.158341350822,0.50208644
0.197191271315,0.3024675
0.194739301254,0.464581966667
0.22139266437,0.379500214286
0.180352476788,0.286365322581
0.209504868068,0.19540578125
0.24633950968,0.171382926829
0.226325241251,0.326238777778
0.240534450369,0.287927933333
0.165392862514,0.50571615625
0.215217790547,0.224714148148
0.17256521982,0.500257916667
0.240540169197,0.153626448276
0.156033511459,0.398803653846
0.159984669078,0.341757914286
0.245946325233,0.203370592593
0.197164987585,0.304974964286
0.222971811884,0.17280424
0.175433513511,0.366907921053

5-Fold RMSE:,0.154375132736,0.249564305088,0.14347758842,0.173973893222,0.173973893222
Average 5-Fold RMSE:,0.173632608751

5-Fold rsquared:,-2.71584726578,0.172033923241,-0.0105085751932,0.295083638353,0.295083638353
Average 5-Fold rsquared:,-0.486180387148
