topology_std_betweenness_centrality,transError.mean.std
0.131812264312,0.128810550931
0.148705407271,0.0626106276575
0.261716653955,0.0363222141704
0.230672661023,0.0240230927776
0.27136021012,0.0231752964896
0.116264239203,0.12471567563
0.155450271976,0.118403445404
0.20325722398,0.105974371826
0.21845761841,0.0468835943002
0.242817084083,0.0525575836354
0.237876959592,0.0652650350355
0.236624366278,0.0380406378831
0.20130667256,0.048698079138
0.230386364579,0.0465531383268
0.239940440847,0.015699391456
0.242061459138,0.0795487657361
0.196231027763,0.0609893108178
0.471404520791,0.0634488000674
0.119075163898,0.121656676099
0.196185373283,0.108765944747
0.148639864971,0.116482183881
0.183840968349,0.123971354033
0.170326124423,0.117014135854
0.16600218961,0.093854286797
0.216662018134,0.0949115380575
0.216313212501,0.113382526137
0.223296878269,0.0940625752148
0.157060934161,0.143229486163
0.19446755538,0.0476951664389
0.127201781261,0.0815122877936
0.146143564105,0.0482871281887
0.19657591917,0.109859637786
0.0895510295476,0.0815752280843
0.147003696536,0.0639775660122
0.141627662593,0.0966037993107
0.124061682032,0.130209711384
0.253892063377,0.0344430098623
0.127870412379,0.0825251437691
0.124401224416,0.0787229033116
0.234536156628,0.0703616797672
0.119381307136,0.136893046155
0.220853420272,0.131748844655
0.212474501198,0.0638479804609
0.154702887129,0.0832238780337
0.16435750178,0.112655965246
0.153122424652,0.0882750414235
0.190652239415,0.0630703094014
0.219441665803,0.0904968358626
0.190940653956,0.0844506183324
0.140028695806,0.0812632064472
0.208781106226,0.0478290808047
0.207455882777,0.0665534059179
0.217275124316,0.063039235743
0.179934545673,0.0862053699096
0.187756497808,0.0951669768786
0.179116363595,0.0936298052555
0.206867780433,0.083845172989
0.203037036446,0.067525357097
0.19173543319,0.0711609699581
0.234266083914,0.0754858045801
0.224004288455,0.0666286445176
0.223461677044,0.06593977187
0.170907443183,0.119219125795
0.21043619028,0.060063217006
0.154019596736,0.0967598598958
0.237450764678,0.0600886637503
0.15294041887,0.103345628507
0.124375787197,0.0960266591481
0.231525430446,0.0554747715395
0.145977793591,0.117509395197
0.158996914607,0.0976733690521
0.195480049413,0.0490437767207
0.177691147017,0.0852449136299
0.132183205558,0.18024925237

5-Fold RMSE:,0.0335747517297,0.0263433782313,0.0322073533345,0.0252810011957,0.0252810011957
Average 5-Fold RMSE:,0.0292916721009

5-Fold rsquared:,0.0665745310355,-0.748773105397,0.291911140124,0.132797315814,0.132797315814
Average 5-Fold rsquared:,0.0309286683087
