avgRoomWallRatio,rotError.std.mean
94.0246719844,0.0136865652174
23.0972333146,0.00848306666667
17.2159380658,0.00990715789474
34.9170323836,0.00666489285714
40.1386183344,0.00854714285714
4.15960998171,0.0155064516129
98.27407095,0.0139629166667
32.0558355679,0.0146126956522
31.8854450811,0.00927660869565
17.0310324486,0.00886394594595
17.8785937327,0.0103236571429
5.31889858635,0.00831244
11.6322524159,0.0120980666667
16.7112958669,0.00897186111111
4.19025169616,0.0070672
4.5851672727,0.00862697142857
28.2697955746,0.0111955416667
78.8607355756,0.0146358235294
5.76789137536,0.0165645
9.94474092631,0.00871552173913
9.40155834329,0.0142774482759
15.5899748781,0.0177865357143
13.2876366474,0.0435829285714
5.36699093475,0.01847425
16.4235744233,0.0134678235294
5.20590608492,0.0117434782609
3.89560341955,0.0171069
28.751717776,0.0210941176471
17.0235577735,0.00869485714286
16.5688430617,0.00991634782609
41.7117577663,0.0162976363636
42.725871617,0.01273672
74.578108553,0.0216128148148
31.9225066807,0.0267318666667
5.20722404423,0.014787
7.42424488488,0.01558596875
7.63297537834,0.00887017391304
21.7010848341,0.0132185
137.556377369,0.0158112592593
20.6470540419,0.0110901538462
12.5838625992,0.016004875
32.8475094999,0.0116140454545
23.8346876138,0.0131456666667
21.4298943763,0.012016
257.915562133,0.0138605172414
18.4384227154,0.0208444333333
21.165267296,0.0209096857143
52.1209436869,0.0136826097561
21.1597420627,0.0140931785714
372.057769319,0.0134039285714
21.6349184755,0.0124418666667
17.1761447181,0.0149295555556
52.6797805223,0.0113095
452.745366651,0.01085984
11.0567143812,0.0133554761905
20.8609685098,0.0143581333333
29.1017856064,0.00947095238095
33.8993698932,0.0113865483871
17.0002297373,0.0149370666667
13.0307686716,0.0114615121951
112.186234652,0.00805719230769
34.5694850639,0.0116139666667
6.82477892286,0.01513984375
11.3478965674,0.0103575555556
25.0965042526,0.0177405833333
31.3640832419,0.0105403103448
5.11370107056,0.0159079615385
5.66003775883,0.0123346818182
31.0817993552,0.00975977777778
12.4734197923,0.0120594285714
20.3487250038,0.0112861428571
91.8956005443,0.00749868
91.5984252567,0.00801097368421
8.06038669655,0.0182204166667
