avg_eigenvector_centrality,rotError.mean.mean
0.0100393514149,0.00804769565217
0.0105135767838,0.00518106666667
0.0172969873425,0.00745268421053
0.0409830675628,0.00380332142857
0.0273961100812,0.00530514285714
0.00775762679381,0.0113298387097
0.00574053025445,0.0100377916667
0.00607997285304,0.00991973913043
0.0128790084879,0.00654347826087
0.017891627974,0.00574740540541
0.0253591873935,0.0063216
0.0288269155167,0.00609472
0.0272922929883,0.00695146666667
0.0219058444332,0.00522869444444
0.0297781088292,0.00419643333333
0.0309749814202,0.00586774285714
0.0124757824752,0.00836370833333
0.00765770647817,0.00957582352941
0.00766469551654,0.0118060833333
0.0140504632514,0.00680830434783
0.00385958981256,0.00944403448276
0.00941447966977,0.0102644642857
0.0120101922236,0.0246713571429
0.00768026339488,0.00765891666667
0.0286332432184,0.00877191176471
0.0137519009375,0.00719391304348
0.0321153716336,0.0116620333333
0.0117639351235,0.0221704705882
0.0102993499896,0.00773861904762
0.00831972874981,0.0076692173913
0.00813539809992,0.0124832272727
0.0103366706799,0.0090522
0.00323439217057,0.0147335925926
0.00533722428878,0.0128114
0.00771167569822,0.0131788235294
0.00884825240827,0.0105658125
0.0385411562993,0.00586613043478
0.0125414231222,0.01122375
0.013397586622,0.010821
0.0195939573205,0.00736969230769
0.00617839133906,0.012007125
0.00780794728565,0.00962695454545
0.0172809652214,0.0105803333333
0.00757861267376,0.0089074
0.00720516326982,0.0112168965517
0.00830849954476,0.0137696
0.0193714444817,0.0132841714286
0.00863855085793,0.0079603902439
0.0157857386681,0.0102650357143
0.00954335364902,0.00904714285714
0.0189069640465,0.0111931666667
0.0181565375695,0.0101992222222
0.0127487196601,0.00787177777778
0.00943801405487,0.0083908
0.0123575452517,0.0134036428571
0.0092119796945,0.0111335666667
0.0152906308222,0.00665304761905
0.0110621006247,0.0100887741935
0.0107519721017,0.0131854666667
0.0109688701912,0.0108286829268
0.109089022235,0.00526592307692
0.0164346608041,0.0074369
0.00825178595754,0.01176809375
0.0162847765897,0.00650085185185
0.00727309513956,0.0117556666667
0.0159238280504,0.00662575862069
0.00813813888448,0.0114198846154
0.0113764647388,0.00877604545455
0.0145323256063,0.00717885185185
0.00351487462818,0.00882771428571
0.014957737734,0.00862746428571
0.011737521707,0.00584372
0.00855386841229,0.0060295
0.00348930382443,0.0138904166667
