voronoi_avg_katz_centrality,transError.mean.mean
0.00183164127162,0.494097045455
0.000837312826764,0.347489733333
0.00394092941488,0.178033842105
0.00145841446799,0.111519571429
0.0146319223525,0.135674892857
0.0107227141849,0.500454518519
0.00212796668099,0.483538
0.000985497287792,0.314663090909
0.00675703959429,0.266804521739
0.00394697265736,0.136014027027
0.00313283454443,0.1602634
0.00463081790692,0.11330008
0.014956869664,0.120517266667
0.00721128299575,0.168670918919
0.00749939520562,0.1753349
0.0099007638193,0.250973828571
0.00567615536378,0.255138206897
0.00522130790338,0.275744352941
0.00425521588337,0.550894956522
0.021034321157,0.348672047619
0.00237931914125,0.556707151515
0.00620759969978,0.560622653846
0.0136513798415,0.375646230769
0.00183923477374,0.493396230769
0.00819877290375,0.349249866667
0.0115555452936,0.511895521739
0.018545199377,0.3828526
0.00263691501963,0.376691423077
0.00677245448604,0.2061935
0.005195100978,0.234490727273
0.00473407332978,0.250467741935
0.0125305043955,0.63580396
0.000137398924846,0.298866
0.000464141250352,0.263492076923
0.00349157537483,0.279235933333
0.00172767015839,0.469986628571
0.000428806088121,0.0827919117647
0.00507480131819,0.224303125
0.00414675006167,0.36068872
0.0118453240216,0.297397730769
0.00305737359108,0.687380423077
0.00165416922011,0.594765692308
0.00368457372095,0.276685391304
0.00813047107868,0.26799774359
0.00470260844059,0.394348115385
0.00337661950533,0.407328592593
0.00454144763295,0.301939870968
0.00687453878969,0.337777675676
0.00612971140873,0.301987178571
0.00267346179467,0.381142583333
0.00264952251783,0.2053401
0.00304978048946,0.16422708
0.00683271156337,0.273704222222
0.00269504009836,0.42013416
0.0132370052728,0.315128875
0.00593057110261,0.391206259259
0.00819487385135,0.319272923077
0.00445588535513,0.283932129032
0.00310224192568,0.19405875
0.00668719690136,0.191225219512
0.061080293104,0.287816464286
0.0106672029474,0.3031
0.00276541182543,0.4451378
0.00822004045619,0.236201074074
0.000254586441506,0.513622636364
0.00175031397817,0.154262137931
0.00249469745735,0.395215916667
0.00541741932639,0.2822633125
0.00457633157256,0.189719777778
0.00330166049308,0.513207166667
0.00770788343339,0.240103076923
0.00232036210858,0.17891308
9.65147538731e-05,0.367190842105
0.00195573996648,0.626637846154

5-Fold RMSE:,0.131930251581,0.146470859053,0.119591037699,0.165932816353,0.165932816353
Average 5-Fold RMSE:,0.13966047272

5-Fold rsquared:,-0.282371223708,-0.0363626023113,-0.160773395708,-0.0164172982654,-0.0164172982654
Average 5-Fold rsquared:,-0.135039801489
