std_betweenness_centrality,transError.std.mean
0.0746543812721,0.610577304348
0.062851196191,0.3833542
0.120555286217,0.198447578947
0.134588707592,0.12269
0.157081183686,0.153758035714
0.0702608079073,0.492268548387
0.0724914959019,0.531760416667
0.115339067677,0.440496478261
0.140816589884,0.30601326087
0.16805134529,0.133319189189
0.169705907227,0.194677542857
0.148425240047,0.11035772
0.160579833031,0.139761666667
0.154942199063,0.178345722222
0.119327588971,0.2198439
0.175548202855,0.243437428571
0.127445753524,0.273808166667
0.0828370625069,0.338521882353
0.0894050902149,0.61062825
0.0939366873161,0.359939652174
0.0913729694687,0.588087103448
0.0739055320019,0.628137071429
0.076293463043,0.443055071429
0.0958990178296,0.999427916667
0.0830023467368,0.398797941176
0.138718645002,0.690604043478
0.117196701992,0.404276533333
0.108306665569,0.493052294118
0.141828214583,0.232889238095
0.0756330969252,0.221677130435
0.0762021693546,0.341540409091
0.140770979315,0.65674012
0.0511046648544,0.423536259259
0.0862567077224,0.4465398
0.0952789524029,0.306929823529
0.0836735301728,0.480697125
0.154109156244,0.108247869565
0.0946700876743,0.1948145
0.0848366529613,0.405104185185
0.151920860392,0.273577115385
0.0770398687958,0.694026083333
0.134288831834,0.480950272727
0.157379029906,0.326498583333
0.127519968793,0.4142652
0.0867796134283,0.500458896552
0.0850149322524,0.625794366667
0.1103334443,0.379335257143
0.114004545879,0.487031439024
0.0990072824493,0.309707785714
0.0829289381716,0.515047357143
0.141626997478,0.218116833333
0.0926301375778,0.219631666667
0.147842301865,0.310407555556
0.116817550364,0.50208644
0.103636622274,0.3024675
0.0778880925589,0.464581966667
0.128144102526,0.379500214286
0.151022466631,0.286365322581
0.121528219661,0.206892133333
0.115413024622,0.171382926829
0.126020319963,0.324577269231
0.15578903341,0.287927933333
0.123818508682,0.50571615625
0.138059180639,0.224714148148
0.082138035642,0.500257916667
0.125731603212,0.153626448276
0.0855568473939,0.398803653846
0.0623751617214,0.389266045455
0.121268856559,0.203370592593
0.078906434805,0.525956928571
0.0872310046751,0.304974964286
0.087537102921,0.17280424
0.113038517998,0.366907921053
0.064127687584,0.741109166667
