voronoi_avg_katz_centrality,rotError.mean.std
0.00183164127162,0.00314194787486
0.000837312826764,0.000529720236435
0.00394092941488,0.00274200687267
0.00145841446799,0.000868010041646
0.0146319223525,0.000988470995105
0.0107227141849,0.00396421114784
0.00212796668099,0.00305267434636
0.000985497287792,0.00323725683059
0.00675703959429,0.00162224709611
0.00394697265736,0.00122251686463
0.00313283454443,0.00481593435646
0.00463081790692,0.00139556645188
0.014956869664,0.00295561424787
0.00721128299575,0.000970277349218
0.00749939520562,0.00087903722649
0.0099007638193,0.00234359606884
0.00567615536378,0.00196300121238
0.00522130790338,0.00475371639426
0.00425521588337,0.00347532974758
0.021034321157,0.00196074084985
0.00237931914125,0.00290945535533
0.00620759969978,0.0031687609811
0.0136513798415,0.00691864528074
0.00183923477374,0.00176297243951
0.00819877290375,0.00288446249643
0.0115555452936,0.00193137045088
0.018545199377,0.00350567334933
0.00263691501963,0.0101955133655
0.00677245448604,0.00189316660463
0.005195100978,0.00409306542765
0.00473407332978,0.0021898122043
0.0125305043955,0.00268365863701
0.000137398924846,0.00416085194839
0.000464141250352,0.00454871802084
0.00349157537483,0.00641385431356
0.00172767015839,0.00357712486121
0.000428806088121,0.00149199568169
0.00507480131819,0.00373159733983
0.00414675006167,0.00227211409784
0.0118453240216,0.00284573492967
0.00305737359108,0.00416717640221
0.00165416922011,0.00429998156474
0.00368457372095,0.00262143524665
0.00813047107868,0.0015716058183
0.00470260844059,0.00295077555546
0.00337661950533,0.00347412036809
0.00454144763295,0.00393376291854
0.00687453878969,0.00199420279203
0.00612971140873,0.00317220657184
0.00267346179467,0.00212895982035
0.00264952251783,0.00283126115696
0.00304978048946,0.00452986510634
0.00683271156337,0.00169591170353
0.00269504009836,0.00167382816322
0.0132370052728,0.00380101619562
0.00593057110261,0.00567736820441
0.00819487385135,0.00200585427637
0.00445588535513,0.00290650421563
0.00310224192568,0.00604227499064
0.00668719690136,0.00633767378436
0.061080293104,0.00090005519672
0.0106672029474,0.00296056940863
0.00276541182543,0.00379557550738
0.00822004045619,0.0018376947053
0.000254586441506,0.00342684333818
0.00175031397817,0.0018378217927
0.00249469745735,0.0038392713065
0.00541741932639,0.00265952798602
0.00457633157256,0.00290145318257
0.00330166049308,0.127889138475
0.00770788343339,0.00273066403156
0.00232036210858,0.00140772643706
9.65147538731e-05,0.00163527502515
0.00195573996648,0.00529794026363

5-Fold RMSE:,0.00251938577373,0.0322130034298,0.00285370292969,0.00286588974965,0.00286588974965
Average 5-Fold RMSE:,0.00887440385848

5-Fold rsquared:,-4.53459269163,-0.0730570931669,-0.995985513514,-12.7769922912,-12.7769922912
Average 5-Fold rsquared:,-4.92075253028
