std_closeness_centrality,transError.mean.mean
0.0162028340043,0.507673043478
0.0180723422608,0.347489733333
0.0143460382158,0.178033842105
0.0334856533368,0.111519571429
0.020401416029,0.135674892857
0.0121833939039,0.567853258065
0.0101726693386,0.483538
0.0111789888503,0.364766782609
0.0129962715494,0.266804521739
0.0155910611826,0.136014027027
0.0161896572248,0.1602634
0.0246489555346,0.11330008
0.0225383671267,0.120517266667
0.0175173726078,0.168592444444
0.0234215696698,0.1753349
0.0217815574121,0.250973828571
0.0120222750025,0.267063583333
0.0129204340926,0.275744352941
0.0105738429496,0.572332
0.0121048389773,0.401876478261
0.00310742205166,0.554770068966
0.0141771999006,0.601016714286
0.0180681349112,0.428635214286
0.0122438733975,0.545607833333
0.0237913288013,0.392818764706
0.0143990925972,0.511895521739
0.0151231404527,0.3828526
0.0115281691071,0.480142294118
0.0110998846989,0.200632047619
0.012394935845,0.214672086957
0.0110110099535,0.310588818182
0.0130270578487,0.63580396
0.00875221342896,0.357241074074
0.00976784712079,0.322165133333
0.010504734642,0.302912058824
0.00816683567122,0.44758759375
0.0250352459787,0.0879599565217
0.0110216500896,0.20017225
0.0127664010297,0.388622
0.0192787369224,0.297397730769
0.00952672556587,0.663971375
0.00914047087579,0.551063954545
0.0161798718058,0.31300125
0.0140280958987,0.4318884
0.0092818621892,0.465919793103
0.0136604729771,0.471419
0.0164595556523,0.317696542857
0.012871900677,0.366169390244
0.0131870913257,0.301987178571
0.0140545346879,0.400407571429
0.0164976378118,0.2053401
0.0185512356271,0.194334555556
0.0147849607696,0.273704222222
0.0115088999888,0.42013416
0.00955666431135,0.323464547619
0.0136819240382,0.429869033333
0.0155996031848,0.367336428571
0.0117033474378,0.283932129032
0.0168711330914,0.224394466667
0.0174204601188,0.191225219512
0.0519139466047,0.285115615385
0.0156601313596,0.3031
0.0116531019994,0.475740875
0.0158865164552,0.236201074074
0.0101031055214,0.54542925
0.021634134839,0.154262137931
0.0104434238961,0.423788730769
0.012002439584,0.381827136364
0.0148984712614,0.189719777778
0.00699868820091,0.489469857143
0.0133203744133,0.29107
0.0115536467413,0.17891308
0.0143915244288,0.367190842105
0.00741871144613,0.55025675
