voronoi_density,transError.std.std
0.00808823529412,0.226872799473
0.00955699352912,0.0888341978949
0.0116912972085,0.0536568207547
0.0344632768362,0.0531756045959
0.0215053763441,0.0388866547706
0.00925140387024,0.156091446153
0.00519180106663,0.204774691356
0.00722834459059,0.189473879231
0.0129516019087,0.0429963941514
0.0176991150442,0.0500640527086
0.0190476190476,0.160692173355
0.0253086419753,0.0364422115207
0.0246913580247,0.115579807708
0.0173913043478,0.0365550743802
0.0238095238095,0.0491585794691
0.0285714285714,0.0890782760547
0.0090424298632,0.0933187599678
0.00713667820069,0.138087316178
0.00740202062177,0.258353516079
0.0131513647643,0.0779121061829
0.00484541088869,0.259494989064
0.00866896039938,0.214149069586
0.010447761194,0.160472378798
0.00595238095238,0.578481679757
0.0151079136691,0.14193715639
0.0131567778627,0.390698889866
0.0238095238095,0.145785206544
0.00812851405622,0.196101691352
0.00904977375566,0.0540020208264
0.00721522115147,0.0639730578518
0.00719244167105,0.0642383791162
0.0105263157895,0.258741211908
0.00400898812284,0.131888311652
0.00480478499412,0.126072926139
0.00671096345515,0.124697260981
0.0058288988948,0.192108034661
0.0263157894737,0.0517409309399
0.00938926320365,0.150426578073
0.00892348585533,0.141387393986
0.0190476190476,0.0819226964463
0.00642957604983,0.284322556163
0.00740228294708,0.268748777682
0.015503875969,0.0698040570684
0.00952380952381,0.0777311359681
0.00724618860868,0.221015525555
0.00697674418605,0.170190402896
0.0108634470337,0.10685390071
0.0097678694553,0.237490765274
0.0116271344097,0.110170635227
0.00765140004341,0.172007018126
0.013986013986,0.0621497895481
0.0114093556717,0.110615023941
0.0137931034483,0.126944549297
0.00769163788349,0.109794391941
0.0118343195266,0.0809823194632
0.00844979919679,0.12386252947
0.0132155083194,0.0966363792344
0.0105814273905,0.064450068138
0.0116959064327,0.0692099506632
0.0121212121212,0.075847820682
0.103896103896,0.113532147819
0.0161290322581,0.129796983767
0.00793650793651,0.192206970562
0.013698630137,0.105334107197
0.00836649321498,0.145524364411
0.015873015873,0.0596299714663
0.0088868459358,0.130217601143
0.00749872902898,0.0974594238893
0.0093023255814,0.0743403423368
0.00440412804838,0.167837658831
0.0104161102505,0.168709916846
0.00822963331674,0.0562958637779
0.00921283274224,0.116143743091
0.00318368544601,0.206076064429

5-Fold RMSE:,0.0574624057516,0.157850043944,0.0623762481268,0.0907748178135,0.0907748178135
Average 5-Fold RMSE:,0.0876668398987

5-Fold rsquared:,0.0919566290413,0.120128656913,0.0382132370952,-7.33345748976,-7.33345748976
Average 5-Fold rsquared:,-1.43619556687
