topology_avg_betweenness_centrality,transError.mean.std
0.0651387827858,0.187622165382
0.0450348432056,0.117509395197
0.0677298311445,0.150879627982
0.0785507246377,0.0626106276575
0.171328671329,0.0363222141704
0.244444444444,0.0240230927776
0.0818181818182,0.0231752964896
0.0430054476308,0.244942705536
0.0396317370002,0.118403445404
0.106554677207,0.25684750383
0.12693498452,0.0468835943002
0.141391941392,0.0525575836354
0.145098039216,0.0652650350355
0.128937728938,0.0380406378831
0.107142857143,0.048698079138
0.060119047619,0.0471928668924
0.0930402930403,0.015699391456
0.0625,0.0795487657361
0.123188405797,0.0609893108178
0.333333333333,0.0634488000674
0.0447939150992,0.157331633444
0.0835913312693,0.225853461955
0.0346271236799,0.335983825039
0.0462820512821,0.192289958812
0.0456121145776,0.0925116985357
0.0721368092692,0.173005460782
0.0746474028208,0.150862439925
0.0809941520468,0.113382526137
0.0526315789474,0.0940625752148
0.0803776683087,0.228409668405
0.127799227799,0.0484971177734
0.0618618618619,0.0700468458533
0.0622358034123,0.287812908678
0.0855072463768,0.109859637786
0.0483073539657,0.30823195051
0.0512077294686,0.251954545215
0.0603415047795,0.158847840005
0.0541025641026,0.112238353718
0.124708624709,0.0402882774962
0.0702091767881,0.0825251437691
0.0786962365591,0.1264444763
0.0990196078431,0.0703616797672
0.0726480836237,0.114763250904
0.11405985319,0.0896356459078
0.0884711779449,0.185040710074
0.0858805445762,0.14370205831
0.0555829228243,0.281651273406
0.071322537112,0.217198105027
0.0939031339031,0.0868164172079
0.103887168903,0.121972989288
0.0916666666667,0.0844506183324
0.109401709402,0.0812632064472
0.0867167919799,0.0478290808047
0.0763157894737,0.165411061738
0.116318464145,0.063039235743
0.0813181602655,0.0862053699096
0.0693346508564,0.123650418782
0.0886956521739,0.166220167829
0.125438596491,0.205108169667
0.121100164204,0.067525357097
0.0974025974026,0.0711609699581
0.11369047619,0.0754858045801
0.115927072583,0.0664587250454
0.138235294118,0.06593977187
0.0755793226381,0.17018166168
0.10626566416,0.060063217006
0.0506568144499,0.14039673261
0.0613095238095,0.0600886637503
0.052380952381,0.141798879212
0.0501145912911,0.259118831645
0.110714285714,0.0554747715395
0.0716403162055,0.22720282762
0.0791193670451,0.0490437767207
0.0574712643678,0.0852449136299

5-Fold RMSE:,0.083069104379,0.0619643522475,0.0622371193426,0.107311983822,0.107311983822
Average 5-Fold RMSE:,0.0765195773034

5-Fold rsquared:,0.181046194282,0.0199790592953,-2.79723167547,0.221487833866,0.221487833866
Average 5-Fold rsquared:,-0.487622174861
