topology_avg_shortest_path_length,rotError.std.mean
3.64146341463,0.0134886818182
2.80666666667,0.00848306666667
2.88461538462,0.00990715789474
2.95555555556,0.00666489285714
1.81818181818,0.00854714285714
2.93524514339,0.0154531111111
2.42674253201,0.0139629166667
3.34420289855,0.0142382727273
3.15789473684,0.00927660869565
2.8380952381,0.00886394594595
3.17647058824,0.0103236571429
2.67619047619,0.00831244
2.5,0.0120980666667
1.84166666667,0.00902981081081
2.20952380952,0.0070672
1.875,0.00862697142857
3.83333333333,0.0107663448276
1.33333333333,0.0146358235294
3.01572617946,0.0153069130435
2.42105263158,0.00836128571429
2.41971207087,0.0141560606061
2.11076923077,0.0130143076923
2.2315270936,0.0213154358974
3.30837789661,0.0118386923077
2.26900584795,0.0129007
2.45789473684,0.0117434782609
1.89473684211,0.0171069
3.25057471264,0.0201348076923
5.47297297297,0.00883107692308
3.16516516517,0.00979857575758
3.05378151261,0.0108434193548
2.96666666667,0.01273672
3.94674859191,0.0201676538462
3.25314009662,0.0242387692308
3.77570921986,0.0134642666667
3.70512820513,0.0164263142857
2.37179487179,0.008347
3.66794871795,0.0136369583333
3.36088709677,0.0145126
2.48529411765,0.0110901538462
3.90592334495,0.0162626538462
3.395256917,0.0139900769231
2.68095238095,0.0113885652174
4.77874396135,0.00808025641026
2.55632183908,0.0127977692308
3.71025641026,0.0142507037037
3.34757834758,0.0175852258065
2.76608187135,0.0131790810811
2.28333333333,0.0140931785714
3.73504273504,0.013008
2.64761904762,0.0124418666667
2.37368421053,0.01217428
3.44268774704,0.0113095
3.92745376956,0.01085984
2.52536231884,0.013217275
3.04,0.0138498148148
3.25789473684,0.00906033333333
4.3908045977,0.0113865483871
2.94805194805,0.01360234375
2.59166666667,0.0114615121951
2.97076023392,0.00809121428571
3.07352941176,0.0116139666667
3.49411764706,0.0140091666667
3.01904761905,0.0103575555556
2.4183908046,0.0173899090909
1.85833333333,0.0105403103448
2.83333333333,0.0152154583333
2.65378151261,0.00999909375
2.55,0.00975977777778
2.80139372822,0.0581752916667
2.57608695652,0.00897219230769
2.34502923977,0.00749868
2.6091954023,0.00801097368421
3.14957983193,0.0207175

5-Fold RMSE:,0.00298471992418,0.00345720147034,0.00348734369329,0.0123840234654,0.0123840234654
Average 5-Fold RMSE:,0.00547222959564

5-Fold rsquared:,-0.0369773258591,-0.149429402789,-0.121631978153,-0.30934819235,-0.30934819235
Average 5-Fold rsquared:,-0.146540020421
