voronoi_avg_betweenness_centrality,rotError.mean.mean
0.0453083989501,0.00781177272727
0.0506431441029,0.00518106666667
0.0688565543818,0.00745268421053
0.0824956165985,0.00380332142857
0.0912411571598,0.00530514285714
0.0512248343955,0.0108654444444
0.0385499044432,0.0100377916667
0.0533682183273,0.00976259090909
0.0847704008547,0.00654347826087
0.101026753682,0.00574740540541
0.100138696255,0.0063216
0.0960540709486,0.00609472
0.0959134239725,0.00695146666667
0.0856861275929,0.00530697297297
0.0833181465357,0.00419643333333
0.112872975277,0.00586774285714
0.0679895520642,0.0080334137931
0.0467709082677,0.00957582352941
0.055920167335,0.0113755652174
0.0682366021076,0.00664728571429
0.0536409255235,0.00940933333333
0.0538211780553,0.00862580769231
0.0425393134828,0.0175163076923
0.0415603204832,0.00585915384615
0.0510232807543,0.0080592
0.072659366777,0.00719391304348
0.0848503256724,0.0116620333333
0.0649559528436,0.0185035384615
0.0723839147691,0.00794823076923
0.0474747686416,0.00808536363636
0.0472698785658,0.00828783870968
0.076188994946,0.0090522
0.0313445517341,0.0130484230769
0.0454936627156,0.0102915384615
0.0511352348359,0.0115043333333
0.0479590290814,0.0112823142857
0.089848269322,0.00535094117647
0.0560749704341,0.0116517083333
0.0530579343746,0.00985292
0.086418435933,0.00736969230769
0.049189456212,0.0124235769231
0.0737227337282,0.0109033461538
0.0905225691265,0.00870517391304
0.0702205751345,0.00633515384615
0.0510723425654,0.0100060769231
0.0494197342933,0.00994803703704
0.0589674081539,0.0114515483871
0.0637462112276,0.00746737837838
0.0632373186978,0.0102650357143
0.0478339121627,0.0086655
0.0796291911066,0.0111931666667
0.0541567842537,0.00878128
0.0824194352595,0.00787177777778
0.0622521680655,0.0083908
0.0650717683523,0.013150075
0.0503509521959,0.0103568888889
0.0720605736997,0.00629451282051
0.0833692725123,0.0100887741935
0.0656786745706,0.0114415
0.0642846329887,0.0108286829268
0.137012987013,0.00529
0.0982316750719,0.0074369
0.0588473635416,0.0108653666667
0.0797518763449,0.00650085185185
0.0519919002253,0.0107349090909
0.0719211469534,0.00662575862069
0.0543909260484,0.0108217916667
0.0407834101382,0.00683478125
0.0591222769494,0.00717885185185
0.0419426953002,0.0361834583333
0.058391423179,0.00648584615385
0.0566914730706,0.00584372
0.0557387498564,0.0060295
0.0321313931569,0.0163589615385

5-Fold RMSE:,0.00202058297646,0.00254066760651,0.00252065730602,0.00385254250654,0.00385254250654
Average 5-Fold RMSE:,0.00363698120694

5-Fold rsquared:,-0.60269009117,0.149912198368,0.433047828515,0.0127889274738,0.0127889274738
Average 5-Fold rsquared:,0.0201998955301
