voronoi_avg_eigenvector_centrality,transError.std.mean
0.0100393514149,0.597974409091
0.0105135767838,0.3833542
0.0172969873425,0.198447578947
0.0409830675628,0.12269
0.0273961100812,0.153758035714
0.00775762679381,0.443964518519
0.00574053025445,0.531760416667
0.00607997285304,0.402073772727
0.0128790084879,0.30601326087
0.017891627974,0.133319189189
0.0253591873935,0.194677542857
0.0288269155167,0.11035772
0.0272922929883,0.139761666667
0.0219058444332,0.178360027027
0.0297781088292,0.2198439
0.0309749814202,0.243437428571
0.0124757824752,0.256086724138
0.00765770647817,0.338521882353
0.00766469551654,0.583932391304
0.0140504632514,0.325802619048
0.00385958981256,0.59423269697
0.00941447966977,0.577431384615
0.0120101922236,0.38375874359
0.00768026339488,0.698436384615
0.0286332432184,0.3659623
0.0137519009375,0.690604043478
0.0321153716337,0.404276533333
0.0117639351235,0.441453846154
0.0102993499896,0.237735884615
0.00831972874981,0.225124575758
0.00813539809992,0.256219483871
0.0103366706799,0.65674012
0.00323439217057,0.358577384615
0.00533722428878,0.362996384615
0.00771167569822,0.287370933333
0.00884825240827,0.50726
0.0385411562993,0.0964399411765
0.0125414231222,0.236416833333
0.013397586622,0.35981112
0.0195939573205,0.273577115385
0.00617839133906,0.702296269231
0.00780794728565,0.558222807692
0.0172809652214,0.282527217391
0.00757861267376,0.292004974359
0.00720516326982,0.441571769231
0.00830849954476,0.501131740741
0.0193714444817,0.346335935484
0.00863855085793,0.466183297297
0.0157857386681,0.309707785714
0.00954335364902,0.503770083333
0.0189069640465,0.218116833333
0.0181565375695,0.1932868
0.0127487196601,0.310407555556
0.00943801405487,0.50208644
0.0123575452517,0.29558275
0.0092119796945,0.442420407407
0.0152906308222,0.337067487179
0.0110621006247,0.286365322581
0.0107519721017,0.19540578125
0.0109688701912,0.171382926829
0.109089022235,0.327402357143
0.0164346608041,0.287927933333
0.00825178595754,0.466749133333
0.0162847765897,0.224714148148
0.00727309513956,0.483949818182
0.0159238280504,0.153626448276
0.00813813888448,0.380862583333
0.0113764647388,0.2900733125
0.0145323256063,0.203370592593
0.00351487462818,0.522405666667
0.014957737734,0.237020576923
0.011737521707,0.17280424
0.00855386841229,0.366907921053
0.00348930382443,0.789124346154

5-Fold RMSE:,0.148291864545,0.16902646668,0.119942290517,0.143474618334,0.143474618334
Average 5-Fold RMSE:,0.180113438069

5-Fold rsquared:,0.201012395307,0.0622101669172,-1.88323723214,0.01922865183,0.01922865183
Average 5-Fold rsquared:,-0.330917773644
