voronoi_std_eigenvector_centrality,transError.std.mean
0.061688422116,0.597974409091
0.0628848579041,0.3833542
0.0735873626594,0.198447578947
0.122421627337,0.12269
0.100010706049,0.153758035714
0.0665140899304,0.443964518519
0.0499869171086,0.531760416667
0.0583048887054,0.402073772727
0.0772599538281,0.30601326087
0.092355006202,0.133319189189
0.0942375781658,0.194677542857
0.107306514034,0.11035772
0.107707055274,0.139761666667
0.0906409739223,0.178360027027
0.104297507721,0.2198439
0.115439442184,0.243437428571
0.0650409083878,0.256086724138
0.0583229555488,0.338521882353
0.0594842394656,0.583932391304
0.0788215763143,0.325802619048
0.0480134270942,0.59423269697
0.0633224148962,0.577431384615
0.0695045297866,0.38375874359
0.0539293297254,0.698436384615
0.0795172592942,0.3659623
0.0794001997108,0.690604043478
0.103601683322,0.404276533333
0.0621418524861,0.441453846154
0.0664741323194,0.237735884615
0.0586477113224,0.225124575758
0.0588844988291,0.256219483871
0.0718074587629,0.65674012
0.0433166383751,0.358577384615
0.0480981747221,0.362996384615
0.0571208297746,0.287370933333
0.0527148108833,0.50726
0.108039224395,0.0964399411765
0.0670363744304,0.236416833333
0.064562611159,0.35981112
0.095602752891,0.273577115385
0.0559140808964,0.702296269231
0.057696329759,0.558222807692
0.0863325328339,0.282527217391
0.0684244190537,0.292004974359
0.0595416486538,0.441571769231
0.0570370754118,0.501131740741
0.0701124270704,0.346335935484
0.0655147896749,0.466183297297
0.0741480740915,0.309707785714
0.0598781678858,0.503770083333
0.0814587853061,0.218116833333
0.0716576654504,0.1932868
0.0817727657324,0.310407555556
0.0609360751897,0.50208644
0.0756944120562,0.29558275
0.0625710750276,0.442420407407
0.0778171239841,0.337067487179
0.071506866971,0.286365322581
0.0754874067928,0.19540578125
0.0768360610148,0.171382926829
0.183177866246,0.327402357143
0.0882860014571,0.287927933333
0.0623255741929,0.466749133333
0.0811425974437,0.224714148148
0.063736397957,0.483949818182
0.0876523795269,0.153626448276
0.0655788298353,0.380862583333
0.0585601819606,0.2900733125
0.0666331321729,0.203370592593
0.046391247244,0.522405666667
0.0702204048489,0.237020576923
0.0626679442345,0.17280424
0.0665682795308,0.366907921053
0.0393741635952,0.789124346154

5-Fold RMSE:,0.136586830686,0.119586436135,0.195407385947,0.134816690704,0.134816690704
Average 5-Fold RMSE:,0.144986515487

5-Fold rsquared:,-0.240778261607,0.407159389818,-1.63137307668,0.328504480069,0.328504480069
Average 5-Fold rsquared:,-0.189681217358
