voronoi_std_katz_centrality,transError.mean.mean
0.0624731549568,0.494097045455
0.063752172964,0.347489733333
0.0754900972952,0.178033842105
0.129091206881,0.111519571429
0.102657659336,0.135674892857
0.0661008951017,0.500454518519
0.0502704418861,0.483538
0.0586127538334,0.314663090909
0.0780340421936,0.266804521739
0.0939892490074,0.136014027027
0.0975397092036,0.1602634
0.111014569034,0.11330008
0.110099823171,0.120517266667
0.0929712298051,0.168670918919
0.108205660452,0.1753349
0.119112086547,0.250973828571
0.0659829233406,0.255138206897
0.0585913436971,0.275744352941
0.0598248730876,0.550894956522
0.0772516261558,0.348672047619
0.048109504833,0.556707151515
0.0637167667236,0.560622653846
0.0692008974402,0.375646230769
0.0544424123813,0.493396230769
0.0841168072726,0.349249866667
0.0797494568412,0.511895521739
0.106868056324,0.3828526
0.0631905584655,0.376691423077
0.0669254864612,0.2061935
0.059006633997,0.234490727273
0.0592550204987,0.250467741935
0.0714572904211,0.63580396
0.0434370069683,0.298866
0.0483911660079,0.263492076923
0.0575331907477,0.279235933333
0.0534243204259,0.469986628571
0.114707065441,0.0827919117647
0.0680103608451,0.224303125
0.0658075265519,0.36068872
0.0968684562829,0.297397730769
0.0561712509096,0.687380423077
0.0581987476898,0.594765692308
0.0879679595136,0.276685391304
0.0683610410463,0.26799774359
0.0597913687418,0.394348115385
0.0575400519371,0.407328592593
0.0725973866224,0.301939870968
0.0657233059386,0.337777675676
0.0755615846501,0.301987178571
0.060574938632,0.381142583333
0.0835822171484,0.2053401
0.0738591884147,0.16422708
0.0824780523605,0.273704222222
0.0616037184567,0.42013416
0.0755455798348,0.315128875
0.062966882775,0.391206259259
0.0788806200449,0.319272923077
0.0722201300189,0.283932129032
0.0761861508636,0.19405875
0.0773264365088,0.191225219512
0.204263905889,0.287816464286
0.0891668487181,0.3031
0.0628086114111,0.4451378
0.0823513570222,0.236201074074
0.0641495247308,0.513622636364
0.089069884571,0.154262137931
0.066034753817,0.395215916667
0.0594085046862,0.2822633125
0.0680457197775,0.189719777778
0.0464069089952,0.513207166667
0.0713808637398,0.240103076923
0.0637154343161,0.17891308
0.0671155361255,0.367190842105
0.0394800592855,0.626637846154

5-Fold RMSE:,0.207098998332,0.10202320538,0.107156778919,0.130098316317,0.130098316317
Average 5-Fold RMSE:,0.133671340301

5-Fold rsquared:,0.139184945592,0.250089344736,-1.27244056199,0.216272280549,0.216272280549
Average 5-Fold rsquared:,-0.0848044129133
