std_betweenness_centrality,transError.std.std
0.0746543812721,0.197657005465
0.062851196191,0.0888341978949
0.120555286217,0.0536568207547
0.134588707592,0.0531756045959
0.157081183686,0.0388866547706
0.0702608079073,0.207135681695
0.0724914959019,0.204774691356
0.115339067677,0.258492090208
0.140816589884,0.0429963941514
0.16805134529,0.0500640527086
0.169705907227,0.160692173355
0.148425240047,0.0364422115207
0.160579833031,0.115579807708
0.154942199063,0.0370592039719
0.119327588971,0.0491585794691
0.175548202855,0.0890782760547
0.127445753524,0.092571482715
0.0828370625069,0.138087316178
0.0894050902149,0.283472780901
0.0939366873161,0.155756377989
0.0913729694687,0.273444335576
0.0739055320019,0.301796672041
0.076293463043,0.15137538147
0.0958990178296,1.09223982879
0.0830023467368,0.167680135625
0.138718645002,0.390698889866
0.117196701992,0.145785206544
0.108306665569,0.23374692862
0.141828214583,0.0547581142166
0.0756330969252,0.0669920319093
0.0762021693546,0.391347667119
0.140770979315,0.258741211908
0.0511046648544,0.35561401166
0.0862567077224,0.382246016935
0.0952789524029,0.155138806672
0.0836735301728,0.177945288381
0.154109156244,0.0530782981644
0.0946700876743,0.0549553057413
0.0848366529613,0.21615872905
0.151920860392,0.0819226964463
0.0770398687958,0.293317732168
0.134288831834,0.127652611947
0.157379029906,0.221674636893
0.127519968793,0.0853392946102
0.0867796134283,0.357301613152
0.0850149322524,0.453233740742
0.1103334443,0.179230997901
0.114004545879,0.236587447923
0.0990072824493,0.110170635227
0.0829289381716,0.188751485919
0.141626997478,0.0621497895481
0.0926301375778,0.0834510200204
0.147842301865,0.126944549297
0.116817550364,0.109794391941
0.103636622274,0.107098494917
0.0778880925589,0.151433371273
0.128144102526,0.185990376251
0.151022466631,0.064450068138
0.121528219661,0.0378693543451
0.115413024622,0.075847820682
0.126020319963,0.117333490955
0.15578903341,0.129796983767
0.123818508682,0.239664370415
0.138059180639,0.105334107197
0.082138035642,0.149483092715
0.125731603212,0.0596299714663
0.0855568473939,0.141523549212
0.0623751617214,0.294155507688
0.121268856559,0.0743403423368
0.078906434805,0.198682666526
0.0872310046751,0.355724934863
0.087537102921,0.0562958637779
0.113038517998,0.116143743091
0.064127687584,0.177137692319
