entropy,rotError.std.mean
0.3221447186,0.0134886818182
0.470907976972,0.00848306666667
0.523778963834,0.00990715789474
0.395497312924,0.00666489285714
0.328353771228,0.00854714285714
0.29333028783,0.0154531111111
0.370370404356,0.0139629166667
0.274988878465,0.0142382727273
0.206876229631,0.00927660869565
0.538030318706,0.00886394594595
0.295756027505,0.0103236571429
0.380368228615,0.00831244
0.382280806687,0.0120980666667
0.479363399065,0.00902981081081
0.348905806613,0.0070672
0.333070872241,0.00862697142857
0.254912011889,0.0107663448276
0.55908348168,0.0146358235294
0.308572760262,0.0153069130435
0.318539406313,0.00836128571429
0.277888866018,0.0141560606061
0.284676724208,0.0130143076923
0.297507395277,0.0213154358974
0.204850511929,0.0118386923077
0.234452734746,0.0129007
0.306951959387,0.0117434782609
0.335083355922,0.0171069
0.446540182952,0.0201348076923
0.505791691597,0.00883107692308
0.510763420494,0.00979857575758
0.329875981726,0.0108434193548
0.39131588904,0.01273672
0.756474176243,0.0201676538462
0.636473091808,0.0242387692308
0.607846472941,0.0134642666667
0.568528908897,0.0164263142857
0.558090194533,0.008347
0.398900389202,0.0136369583333
0.51387932211,0.0145126
0.393196937981,0.0110901538462
0.484828329434,0.0162626538462
0.37395692585,0.0139900769231
0.410231936509,0.0113885652174
0.326105044278,0.00808025641026
0.521749511142,0.0127977692308
0.405325651205,0.0142507037037
0.333393618806,0.0175852258065
0.437642046974,0.0131790810811
0.329219680936,0.0140931785714
0.255193614573,0.013008
0.291600149817,0.0124418666667
0.360445393349,0.01217428
0.50107086266,0.0113095
0.527835552252,0.01085984
0.380530385989,0.013217275
0.529081411403,0.0138498148148
0.450537965723,0.00906033333333
0.442437535411,0.0113865483871
0.423383015861,0.01360234375
0.454458774711,0.0114615121951
0.433576786625,0.00809121428571
0.488364877974,0.0116139666667
0.554227610854,0.0140091666667
0.438986776868,0.0103575555556
0.472547868952,0.0173899090909
0.464185790183,0.0105403103448
0.557906180205,0.0152154583333
0.63559816881,0.00999909375
0.482066878387,0.00975977777778
0.568207500774,0.0581752916667
0.452134192471,0.00897219230769
0.553248122712,0.00749868
0.313819750698,0.00801097368421
0.687950739326,0.0207175

5-Fold RMSE:,0.00427396254582,0.00428355261157,0.0123773766086,0.00432289014151,0.00432289014151
Average 5-Fold RMSE:,0.00548558348279

5-Fold rsquared:,0.281743139084,0.0129087440025,-1.714677433,-0.165198343,-0.165198343
Average 5-Fold rsquared:,-0.458435082177
