topology_avg_closeness_centrality,transError.std.mean
0.327739729602,0.778805
0.370196021598,0.522405666667
0.284488279077,0.611337304348
0.370535696424,0.3833542
0.358863475026,0.198447578947
0.350465651995,0.12269
0.567857142857,0.153758035714
0.350927942074,0.492268548387
0.427792565408,0.531760416667
0.312405095581,0.440496478261
0.329418318811,0.30601326087
0.36624766393,0.133319189189
0.325865200622,0.194677542857
0.394037999891,0.11035772
0.417940572526,0.139761666667
0.556821291735,0.178345722222
0.464896387222,0.2198439
0.547413793103,0.243437428571
0.273047839118,0.256086724138
0.777777777778,0.338521882353
0.341150943476,0.61062825
0.4281060583,0.359939652174
0.42200643551,0.708234558824
0.488065475429,0.628137071429
0.461444444904,0.443055071429
0.31302022507,0.936557642857
0.458570826992,0.398797941176
0.41996024624,0.690604043478
0.53984962406,0.404276533333
0.321027376431,0.493052294118
0.189915402114,0.232889238095
0.324047864311,0.221677130435
0.33979368597,0.341540409091
0.352171322103,0.65674012
0.259287867843,0.423536259259
0.320506146099,0.4465398
0.275527456151,0.306929823529
0.277062827077,0.480697125
0.4379649762,0.108247869565
0.281287246979,0.236416833333
0.307063318781,0.405104185185
0.415539839586,0.273577115385
0.261732493222,0.694026083333
0.302416892695,0.480950272727
0.384808883271,0.326498583333
0.219125448248,0.4142652
0.401346505261,0.500458896552
0.278481518716,0.625794366667
0.315127997702,0.379335257143
0.3736125688,0.487031439024
0.452601597772,0.309707785714
0.278791459505,0.503770083333
0.391192719863,0.218116833333
0.439189149067,0.213804791667
0.297418731391,0.310407555556
0.261752702654,0.50208644
0.408935571873,0.3024675
0.345619064651,0.464581966667
0.320985703109,0.379500214286
0.236469882369,0.286365322581
0.351668103559,0.19540578125
0.40030941228,0.171382926829
0.348572411089,0.326238777778
0.338184595993,0.287927933333
0.297037369872,0.50571615625
0.343097345261,0.224714148148
0.424645653444,0.500257916667
0.552032019704,0.153626448276
0.361359086553,0.398803653846
0.387862468291,0.341757914286
0.406535603422,0.203370592593
0.401704629629,0.304974964286
0.440632856899,0.17280424
0.394681310097,0.366907921053

5-Fold RMSE:,0.181910451072,0.160954911992,0.21904393795,0.151022013506,0.151022013506
Average 5-Fold RMSE:,0.17110270948

5-Fold rsquared:,0.038481419089,-0.0790846261479,-0.128412112337,0.11765163809,0.11765163809
Average 5-Fold rsquared:,0.00640967606792
