topology_avg_closeness_centrality,rotError.mean.std
0.284488279077,0.00314194787486
0.370535696424,0.000529720236435
0.358863475026,0.00274200687267
0.350465651995,0.000868010041646
0.567857142857,0.000988470995105
0.350927942074,0.00396421114784
0.427792565408,0.00305267434636
0.312405095581,0.00323725683059
0.329418318811,0.00162224709611
0.36624766393,0.00122251686463
0.325865200622,0.00481593435646
0.394037999891,0.00139556645188
0.417940572526,0.00295561424787
0.556821291735,0.000970277349218
0.464896387222,0.00087903722649
0.547413793103,0.00234359606884
0.273047839118,0.00196300121238
0.777777777778,0.00475371639426
0.341150943476,0.00347532974758
0.4281060583,0.00196074084985
0.42200643551,0.00290945535533
0.488065475429,0.0031687609811
0.461444444904,0.00691864528074
0.31302022507,0.00176297243951
0.458570826992,0.00288446249643
0.41996024624,0.00193137045088
0.53984962406,0.00350567334933
0.321027376431,0.0101955133655
0.189915402114,0.00189316660463
0.324047864311,0.00409306542765
0.33979368597,0.0021898122043
0.352171322103,0.00268365863701
0.259287867843,0.00416085194839
0.320506146099,0.00454871802084
0.275527456151,0.00641385431356
0.277062827077,0.00357712486121
0.4379649762,0.00149199568169
0.281287246979,0.00373159733983
0.307063318781,0.00227211409784
0.415539839586,0.00284573492967
0.261732493222,0.00416717640221
0.302416892695,0.00429998156474
0.384808883271,0.00262143524665
0.219125448248,0.0015716058183
0.401346505261,0.00295077555546
0.278481518716,0.00347412036809
0.315127997702,0.00393376291854
0.3736125688,0.00199420279203
0.452601597772,0.00317220657184
0.278791459505,0.00212895982035
0.391192719863,0.00283126115696
0.439189149067,0.00452986510634
0.297418731391,0.00169591170353
0.261752702654,0.00167382816322
0.408935571873,0.00380101619562
0.345619064651,0.00567736820441
0.320985703109,0.00200585427637
0.236469882369,0.00290650421563
0.351668103559,0.00604227499064
0.40030941228,0.00633767378436
0.348572411089,0.00090005519672
0.338184595993,0.00296056940863
0.297037369872,0.00379557550738
0.343097345261,0.0018376947053
0.424645653444,0.00342684333818
0.552032019704,0.0018378217927
0.361359086553,0.0038392713065
0.387862468291,0.00265952798602
0.406535603422,0.00290145318257
0.370196021598,0.127889138475
0.401704629629,0.00273066403156
0.440632856899,0.00140772643706
0.394681310097,0.00163527502515
0.327739729602,0.00529794026363

5-Fold RMSE:,0.0322468013319,0.00266757871144,0.0029520374115,0.00229241653644,0.00229241653644
Average 5-Fold RMSE:,0.00866288242274

5-Fold rsquared:,-2.42942320842,-0.231133079733,-4.27857476342,-0.068979606341,-0.068979606341
Average 5-Fold rsquared:,-2.1596277353
