topology_std_betweenness_centrality,rotError.mean.std
0.132183205558,0.0051668558009
0.145977793591,0.127889138475
0.131812264312,0.00340156190411
0.148705407271,0.000529720236435
0.261716653955,0.00274200687267
0.230672661023,0.000868010041646
0.27136021012,0.000988470995105
0.116264239203,0.00429956664055
0.155450271976,0.00305267434636
0.20325722398,0.00325076749757
0.21845761841,0.00162224709611
0.242817084083,0.00122251686463
0.237876959592,0.00481593435646
0.236624366278,0.00139556645188
0.20130667256,0.00295561424787
0.230386364579,0.00086073843683
0.239940440847,0.00087903722649
0.242061459138,0.00234359606884
0.196231027763,0.00196300121238
0.471404520791,0.00475371639426
0.119075163898,0.00397965134483
0.196185373283,0.00194485015484
0.148639864971,0.011229552043
0.183840968349,0.00728678377751
0.170326124423,0.0240067761271
0.16600218961,0.00587163384417
0.216662018134,0.00364257671701
0.216313212501,0.00193137045088
0.223296878269,0.00350567334933
0.157060934161,0.011540864302
0.19446755538,0.00169851493892
0.127201781261,0.00387832424544
0.146143564105,0.018982936371
0.19657591917,0.00268365863701
0.0895510295476,0.00951347370549
0.147003696536,0.0113683540574
0.141627662593,0.0102189055546
0.124061682032,0.00279617073466
0.253892063377,0.00119649202124
0.127870412379,0.00373159733983
0.124401224416,0.00435481252733
0.234536156628,0.00284573492967
0.119381307136,0.00405173873492
0.220853420272,0.00258198449888
0.212474501198,0.00935193660277
0.154702887129,0.00120964368307
0.16435750178,0.00544625576124
0.153122424652,0.0122018643728
0.190652239415,0.00687929093309
0.219441665803,0.00319700990545
0.190940653956,0.00317220657184
0.140028695806,0.00212895982035
0.208781106226,0.00283126115696
0.207455882777,0.00479663990611
0.217275124316,0.00169591170353
0.179934545673,0.00167382816322
0.187756497808,0.00464877681209
0.179116363595,0.00631663664558
0.206867780433,0.00267358431567
0.203037036446,0.00290650421563
0.19173543319,0.00604227499064
0.234266083914,0.00633767378436
0.224004288455,0.000897543822652
0.223461677044,0.00296056940863
0.170907443183,0.00514108200771
0.21043619028,0.0018376947053
0.154019596736,0.00559589829449
0.237450764678,0.0018378217927
0.15294041887,0.00470429841354
0.124375787197,0.00584007398849
0.231525430446,0.00290145318257
0.158996914607,0.0102512932546
0.195480049413,0.00140772643706
0.177691147017,0.00163527502515

5-Fold RMSE:,0.00438913067551,0.0320352553223,0.0045238268632,0.00411336185403,0.00411336185403
Average 5-Fold RMSE:,0.00976503222573

5-Fold rsquared:,-0.0586373812598,-8.99677652564,0.25129024737,-0.324327590841,-0.324327590841
Average 5-Fold rsquared:,-2.11829281966
