topology_std_eigenvector_centrality,rotError.std.mean
0.0983045532532,0.0196438888889
0.105212691271,0.0581752916667
0.10756347235,0.0138309130435
0.122312884505,0.00848306666667
0.1677582343,0.00990715789474
0.126523822532,0.00666489285714
0.134659649123,0.00854714285714
0.0953368680058,0.0155064516129
0.10463312949,0.0139629166667
0.143314542052,0.0146126956522
0.155800946802,0.00927660869565
0.136238783067,0.00886394594595
0.12070283799,0.0103236571429
0.154249695615,0.00831244
0.144335610656,0.0120980666667
0.122088537902,0.00897186111111
0.115471578888,0.0070672
0.126969125396,0.00862697142857
0.149197272515,0.0107663448276
0.0976310729378,0.0146358235294
0.0929410616606,0.0165645
0.129587592,0.00871552173913
0.0976912934536,0.0233207058824
0.112134596259,0.0177865357143
0.108435380695,0.0435829285714
0.116999705628,0.0173028571429
0.132839614937,0.0134678235294
0.127039153774,0.0117434782609
0.120678590464,0.0171069
0.118775976121,0.0210941176471
0.122166059236,0.00869485714286
0.11397801196,0.00991634782609
0.112661742233,0.0162976363636
0.133711411098,0.01273672
0.0795638641065,0.0216128148148
0.106549735087,0.0267318666667
0.111420287448,0.014787
0.0928921269199,0.01558596875
0.132185619966,0.00887017391304
0.122766639694,0.0136369583333
0.105912295049,0.0158112592593
0.133073753052,0.0110901538462
0.114101280324,0.016004875
0.109405113251,0.0116140454545
0.12661037708,0.0131456666667
0.120475441694,0.012016
0.11078077306,0.0138605172414
0.108512198276,0.0208444333333
0.13417553378,0.0209096857143
0.128133402293,0.0136826097561
0.131768090649,0.0140931785714
0.130350497196,0.013008
0.129026999341,0.0124418666667
0.133089510306,0.0115595416667
0.14421463787,0.0113095
0.104515098912,0.01085984
0.123327189632,0.0133554761905
0.129278231027,0.0143581333333
0.136984666563,0.00947095238095
0.119071453185,0.0113865483871
0.123020874141,0.01360234375
0.133127955687,0.0114615121951
0.121745985772,0.00808462962963
0.125418567606,0.0116139666667
0.113860325594,0.01513984375
0.122025009105,0.0103575555556
0.11116785633,0.0177405833333
0.124194319488,0.0105403103448
0.0963975736058,0.0159079615385
0.105943592175,0.0109016571429
0.130288075133,0.00975977777778
0.12417994054,0.0112861428571
0.1242813404,0.00749868
0.113850442469,0.00801097368421

5-Fold RMSE:,0.00517429600099,0.00266055402395,0.00829532244638,0.0112416998379,0.0112416998379
Average 5-Fold RMSE:,0.00618878373434

5-Fold rsquared:,0.072570092125,0.469590484266,0.0991865572414,0.218709616919,0.218709616919
Average 5-Fold rsquared:,0.202536645703
