topology_avg_shortest_path_length,transError.std.mean
3.14957983193,0.778805
2.80139372822,0.522405666667
3.64146341463,0.611337304348
2.80666666667,0.3833542
2.88461538462,0.198447578947
2.95555555556,0.12269
1.81818181818,0.153758035714
2.93524514339,0.492268548387
2.42674253201,0.531760416667
3.34420289855,0.440496478261
3.15789473684,0.30601326087
2.8380952381,0.133319189189
3.17647058824,0.194677542857
2.67619047619,0.11035772
2.5,0.139761666667
1.84166666667,0.178345722222
2.20952380952,0.2198439
1.875,0.243437428571
3.83333333333,0.256086724138
1.33333333333,0.338521882353
3.01572617946,0.61062825
2.42105263158,0.359939652174
2.41971207087,0.708234558824
2.11076923077,0.628137071429
2.2315270936,0.443055071429
3.30837789661,0.936557642857
2.26900584795,0.398797941176
2.45789473684,0.690604043478
1.89473684211,0.404276533333
3.25057471264,0.493052294118
5.47297297297,0.232889238095
3.16516516517,0.221677130435
3.05378151261,0.341540409091
2.96666666667,0.65674012
3.94674859191,0.423536259259
3.25314009662,0.4465398
3.77570921986,0.306929823529
3.70512820513,0.480697125
2.37179487179,0.108247869565
3.66794871795,0.236416833333
3.36088709677,0.405104185185
2.48529411765,0.273577115385
3.90592334495,0.694026083333
3.395256917,0.480950272727
2.68095238095,0.326498583333
4.77874396135,0.4142652
2.55632183908,0.500458896552
3.71025641026,0.625794366667
3.34757834758,0.379335257143
2.76608187135,0.487031439024
2.28333333333,0.309707785714
3.73504273504,0.503770083333
2.64761904762,0.218116833333
2.37368421053,0.213804791667
3.44268774704,0.310407555556
3.92745376956,0.50208644
2.52536231884,0.3024675
3.04,0.464581966667
3.25789473684,0.379500214286
4.3908045977,0.286365322581
2.94805194805,0.19540578125
2.59166666667,0.171382926829
2.97076023392,0.326238777778
3.07352941176,0.287927933333
3.49411764706,0.50571615625
3.01904761905,0.224714148148
2.4183908046,0.500257916667
1.85833333333,0.153626448276
2.83333333333,0.398803653846
2.65378151261,0.341757914286
2.55,0.203370592593
2.57608695652,0.304974964286
2.34502923977,0.17280424
2.6091954023,0.366907921053

5-Fold RMSE:,0.239117976073,0.161263072062,0.168820554604,0.133607976827,0.133607976827
Average 5-Fold RMSE:,0.168454304278

5-Fold rsquared:,-0.0362486425493,-0.31207573101,0.0655637137215,-0.120207991869,-0.120207991869
Average 5-Fold rsquared:,-0.0820579820563
