std_katz_centrality,rotError.std.mean
0.0624731549568,0.0136865652174
0.063752172964,0.00848306666667
0.0754900972952,0.00990715789474
0.129091206881,0.00666489285714
0.102657659336,0.00854714285714
0.0661008951017,0.0155064516129
0.0502704418861,0.0139629166667
0.0586127538334,0.0146126956522
0.0780340421936,0.00927660869565
0.0939892490074,0.00886394594595
0.0975397092036,0.0103236571429
0.111014569034,0.00831244
0.110099823171,0.0120980666667
0.0929712298051,0.00897186111111
0.108205660452,0.0070672
0.119112086547,0.00862697142857
0.0659829233406,0.0111955416667
0.0585913436971,0.0146358235294
0.0598248730876,0.0165645
0.0772516261558,0.00871552173913
0.048109504833,0.0142774482759
0.0637167667236,0.0177865357143
0.0692008974402,0.0435829285714
0.0544424123813,0.01847425
0.0841168072726,0.0134678235294
0.0797494568412,0.0117434782609
0.106868056324,0.0171069
0.0631905584655,0.0210941176471
0.0669254864612,0.00869485714286
0.059006633997,0.00991634782609
0.0592550204987,0.0162976363636
0.0714572904211,0.01273672
0.0434370069683,0.0216128148148
0.0483911660079,0.0267318666667
0.0575331907477,0.014787
0.0534243204259,0.01558596875
0.114707065441,0.00887017391304
0.0680103608451,0.0132185
0.0658075265519,0.0158112592593
0.0968684562829,0.0110901538462
0.0561712509096,0.016004875
0.0581987476898,0.0116140454545
0.0879679595136,0.0131456666667
0.0683610410463,0.012016
0.0597913687418,0.0138605172414
0.0575400519371,0.0208444333333
0.0725973866224,0.0209096857143
0.0657233059386,0.0136826097561
0.0755615846501,0.0140931785714
0.060574938632,0.0134039285714
0.0835822171484,0.0124418666667
0.0738591884147,0.0149295555556
0.0824780523605,0.0113095
0.0616037184567,0.01085984
0.0755455798348,0.0133554761905
0.062966882775,0.0143581333333
0.0788806200449,0.00947095238095
0.0722201300189,0.0113865483871
0.0761861508636,0.0149370666667
0.0773264365088,0.0114615121951
0.204263905889,0.00805719230769
0.0891668487181,0.0116139666667
0.0628086114111,0.01513984375
0.0823513570222,0.0103575555556
0.0641495247308,0.0177405833333
0.089069884571,0.0105403103448
0.066034753817,0.0159079615385
0.0594085046862,0.0123346818182
0.0680457197775,0.00975977777778
0.0464069089952,0.0120594285714
0.0713808637398,0.0112861428571
0.0637154343161,0.00749868
0.0671155361255,0.00801097368421
0.0394800592855,0.0182204166667
