avg_betweenness_centrality,rotError.mean.std
0.0453083989501,0.00331315133626
0.0506431441029,0.000529720236435
0.0688565543818,0.00274200687267
0.0824956165985,0.000868010041646
0.0912411571598,0.000988470995105
0.0512248343955,0.00429956664055
0.0385499044432,0.00305267434636
0.0533682183273,0.00325076749757
0.0847704008547,0.00162224709611
0.101026753682,0.00122251686463
0.100138696255,0.00481593435646
0.0960540709486,0.00139556645188
0.0959134239725,0.00295561424787
0.0856861275929,0.00086073843683
0.0833181465357,0.00087903722649
0.112872975277,0.00234359606884
0.0679895520642,0.00188456667166
0.0467709082677,0.00475371639426
0.055920167335,0.00397965134483
0.0682366021076,0.00194485015484
0.0536409255235,0.0029966941151
0.0538211780553,0.00728678377751
0.0425393134828,0.0240067761271
0.0415603204832,0.00627694262703
0.0510232807543,0.00364257671701
0.072659366777,0.00193137045088
0.0848503256724,0.00350567334933
0.0649559528436,0.011540864302
0.0723839147691,0.00169851493892
0.0474747686416,0.00387832424544
0.0472698785658,0.018982936371
0.076188994946,0.00268365863701
0.0313445517341,0.00951347370549
0.0454936627156,0.0113683540574
0.0511352348359,0.0102189055546
0.0479590290814,0.00279617073466
0.089848269322,0.00119649202124
0.0560749704341,0.00356308331189
0.0530579343746,0.00435481252733
0.086418435933,0.00284573492967
0.049189456212,0.00405173873492
0.0737227337282,0.00258198449888
0.0905225691265,0.00935193660277
0.0702205751345,0.00120964368307
0.0510723425654,0.00544625576124
0.0494197342933,0.0122018643728
0.0589674081539,0.00687929093309
0.0637462112276,0.00319700990545
0.0632373186978,0.00317220657184
0.0478339121627,0.00270284127902
0.0796291911066,0.00283126115696
0.0541567842537,0.00237693489734
0.0824194352595,0.00169591170353
0.0622521680655,0.00167382816322
0.0650717683523,0.00464877681209
0.0503509521959,0.00631663664558
0.0720605736997,0.00267358431567
0.0833692725123,0.00290650421563
0.0656786745706,0.00632801513764
0.0642846329887,0.00633767378436
0.137012987013,0.000912842598408
0.0982316750719,0.00296056940863
0.0588473635416,0.00514108200771
0.0797518763449,0.0018376947053
0.0519919002253,0.00559589829449
0.0719211469534,0.0018378217927
0.0543909260484,0.00470429841354
0.0407834101382,0.00708596426669
0.0591222769494,0.00290145318257
0.0419426953002,0.00205404963873
0.058391423179,0.0102512932546
0.0566914730706,0.00140772643706
0.0557387498564,0.00163527502515
0.0321313931569,0.0038489765622
