topology_std_closeness_centrality,rotError.std.mean
0.0565394436277,0.0134886818182
0.0749235383167,0.00848306666667
0.0701663659578,0.00990715789474
0.0657681785738,0.00666489285714
0.13065442293,0.00854714285714
0.0624073878507,0.0154531111111
0.0845695226798,0.0139629166667
0.0670242256695,0.0142382727273
0.0669124340965,0.00927660869565
0.0765484380217,0.00886394594595
0.0646504304243,0.0103236571429
0.0905223954098,0.00831244
0.0900481570651,0.0120980666667
0.115187813932,0.00902981081081
0.0899535979605,0.0070672
0.116857256136,0.00862697142857
0.0594648531491,0.0107663448276
0.157134840264,0.0146358235294
0.0588838687402,0.0153069130435
0.0853782568654,0.00836128571429
0.0673104249139,0.0141560606061
0.0945135561085,0.0130143076923
0.0868958235123,0.0213154358974
0.0639585892462,0.0118386923077
0.101375536596,0.0129007
0.0845009452369,0.0117434782609
0.108458483731,0.0171069
0.0665544387217,0.0201348076923
0.0374305305731,0.00883107692308
0.0536432565224,0.00979857575758
0.068198206604,0.0108434193548
0.0745594040261,0.01273672
0.0408820498034,0.0201676538462
0.0633289348438,0.0242387692308
0.0526834428243,0.0134642666667
0.0472063942178,0.0164263142857
0.095743320775,0.008347
0.0508982298677,0.0136369583333
0.0555799197274,0.0145126
0.0834404573371,0.0110901538462
0.0403607033676,0.0162626538462
0.0537675872802,0.0139900769231
0.0747329471831,0.0113885652174
0.0468274295182,0.00808025641026
0.072643836412,0.0127977692308
0.0530174475837,0.0142507037037
0.0701235418297,0.0175852258065
0.0757339072829,0.0131790810811
0.0930764684502,0.0140931785714
0.0570677408173,0.013008
0.0819311450325,0.0124418666667
0.0947118368488,0.01217428
0.0492781042019,0.0113095
0.045934575683,0.01085984
0.0790551718017,0.013217275
0.0751243143765,0.0138498148148
0.0714943970357,0.00906033333333
0.0470059839967,0.0113865483871
0.0714476214654,0.01360234375
0.0858487345512,0.0114615121951
0.0699051405756,0.00809121428571
0.0729452660304,0.0116139666667
0.0600455297118,0.0140091666667
0.0706887474473,0.0103575555556
0.0775007939585,0.0173899090909
0.115934965711,0.0105403103448
0.0606107891583,0.0152154583333
0.0707140975918,0.00999909375
0.0834460534495,0.00975977777778
0.0722237137313,0.0581752916667
0.0806190931631,0.00897219230769
0.087565063355,0.00749868
0.0735940216048,0.00801097368421
0.0598415157943,0.0207175

5-Fold RMSE:,0.00395125709504,0.00327027827245,0.0120751987869,0.00453431345163,0.00453431345163
Average 5-Fold RMSE:,0.00544856180905

5-Fold rsquared:,-0.481773431324,-0.23188029326,-0.465146681226,0.0218994198071,0.0218994198071
Average 5-Fold rsquared:,-0.25280943124
