std_eigenvector_centrality,transError.mean.mean
0.061688422116,0.507673043478
0.0628848579041,0.347489733333
0.0735873626594,0.178033842105
0.122421627337,0.111519571429
0.100010706049,0.135674892857
0.0665140899304,0.567853258065
0.0499869171086,0.483538
0.0583048887054,0.364766782609
0.0772599538281,0.266804521739
0.092355006202,0.136014027027
0.0942375781658,0.1602634
0.107306514034,0.11330008
0.107707055274,0.120517266667
0.0906409739223,0.168592444444
0.104297507721,0.1753349
0.115439442184,0.250973828571
0.0650409083878,0.267063583333
0.0583229555488,0.275744352941
0.0594842394656,0.572332
0.0788215763143,0.401876478261
0.0480134270942,0.554770068966
0.0633224148962,0.601016714286
0.0695045297866,0.428635214286
0.0539293297254,0.545607833333
0.0795172592942,0.392818764706
0.0794001997108,0.511895521739
0.103601683322,0.3828526
0.0621418524861,0.480142294118
0.0664741323194,0.200632047619
0.0586477113224,0.214672086957
0.0588844988291,0.310588818182
0.0718074587629,0.63580396
0.0433166383751,0.357241074074
0.0480981747221,0.322165133333
0.0571208297746,0.302912058824
0.0527148108833,0.44758759375
0.108039224395,0.0879599565217
0.0670363744304,0.20017225
0.064562611159,0.388622
0.095602752891,0.297397730769
0.0559140808964,0.663971375
0.057696329759,0.551063954545
0.0863325328339,0.31300125
0.0684244190537,0.4318884
0.0595416486538,0.465919793103
0.0570370754118,0.471419
0.0701124270704,0.317696542857
0.0655147896749,0.366169390244
0.0741480740915,0.301987178571
0.0598781678858,0.400407571429
0.0814587853061,0.2053401
0.0716576654504,0.194334555556
0.0817727657324,0.273704222222
0.0609360751897,0.42013416
0.0756944120562,0.323464547619
0.0625710750276,0.429869033333
0.0778171239841,0.367336428571
0.071506866971,0.283932129032
0.0754874067928,0.224394466667
0.0768360610148,0.191225219512
0.183177866246,0.285115615385
0.0882860014571,0.3031
0.0623255741929,0.475740875
0.0811425974437,0.236201074074
0.063736397957,0.54542925
0.0876523795269,0.154262137931
0.0655788298353,0.423788730769
0.0585601819606,0.381827136364
0.0666331321729,0.189719777778
0.046391247244,0.489469857143
0.0702204048489,0.29107
0.0626679442345,0.17891308
0.0665682795308,0.367190842105
0.0393741635952,0.55025675
