topology_std_betweenness_centrality,rotError.std.mean
0.131812264312,0.0134886818182
0.148705407271,0.00848306666667
0.261716653955,0.00990715789474
0.230672661023,0.00666489285714
0.27136021012,0.00854714285714
0.116264239203,0.0154531111111
0.155450271976,0.0139629166667
0.20325722398,0.0142382727273
0.21845761841,0.00927660869565
0.242817084083,0.00886394594595
0.237876959592,0.0103236571429
0.236624366278,0.00831244
0.20130667256,0.0120980666667
0.230386364579,0.00902981081081
0.239940440847,0.0070672
0.242061459138,0.00862697142857
0.196231027763,0.0107663448276
0.471404520791,0.0146358235294
0.119075163898,0.0153069130435
0.196185373283,0.00836128571429
0.148639864971,0.0141560606061
0.183840968349,0.0130143076923
0.170326124423,0.0213154358974
0.16600218961,0.0118386923077
0.216662018134,0.0129007
0.216313212501,0.0117434782609
0.223296878269,0.0171069
0.157060934161,0.0201348076923
0.19446755538,0.00883107692308
0.127201781261,0.00979857575758
0.146143564105,0.0108434193548
0.19657591917,0.01273672
0.0895510295476,0.0201676538462
0.147003696536,0.0242387692308
0.141627662593,0.0134642666667
0.124061682032,0.0164263142857
0.253892063377,0.008347
0.127870412379,0.0136369583333
0.124401224416,0.0145126
0.234536156628,0.0110901538462
0.119381307136,0.0162626538462
0.220853420272,0.0139900769231
0.212474501198,0.0113885652174
0.154702887129,0.00808025641026
0.16435750178,0.0127977692308
0.153122424652,0.0142507037037
0.190652239415,0.0175852258065
0.219441665803,0.0131790810811
0.190940653956,0.0140931785714
0.140028695806,0.013008
0.208781106226,0.0124418666667
0.207455882777,0.01217428
0.217275124316,0.0113095
0.179934545673,0.01085984
0.187756497808,0.013217275
0.179116363595,0.0138498148148
0.206867780433,0.00906033333333
0.203037036446,0.0113865483871
0.19173543319,0.01360234375
0.234266083914,0.0114615121951
0.224004288455,0.00809121428571
0.223461677044,0.0116139666667
0.170907443183,0.0140091666667
0.21043619028,0.0103575555556
0.154019596736,0.0173899090909
0.237450764678,0.0105403103448
0.15294041887,0.0152154583333
0.124375787197,0.00999909375
0.231525430446,0.00975977777778
0.145977793591,0.0581752916667
0.158996914607,0.00897219230769
0.195480049413,0.00749868
0.177691147017,0.00801097368421
0.132183205558,0.0207175

5-Fold RMSE:,0.00250013220128,0.00346069543207,0.00255420595467,0.0118640668695,0.0118640668695
Average 5-Fold RMSE:,0.00542089874299

5-Fold rsquared:,0.119213516573,0.2333846225,-0.0140080542169,-0.154171689521,-0.154171689521
Average 5-Fold rsquared:,-0.472179816213
